CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;GRUPO_FAMILIA_PRODUCTO_FK;GRUPO_FAMILIA_PRODUCTO_DESC;GRUPO_FAMILIA_GENERICA_FK;GRUPO_FAMILIA_GENERICA_DESC
6644636;inhibace;;Vigente;Sensible;Manual;;;;;;;7352194;inhibace;4567041;No
7352200;inhibace plus;;Vigente;Insensible;Manual;;;;;;;7352194;inhibace;4567041;No
7224959;inlyta;;Vigente;Insensible;Manual;;;;;;;7776824;inlyta;4567041;No
7475913;inmucel;;Vigente;Insensible;Manual;;;;;;;7776829;inmucel;4567041;No
7186272;inmufen;;Vigente;Insensible;Manual;;;;;;;7186271;inmufen;4567041;No
5686159;inmunoprin;;Vigente;Sensible;Manual;;;;;;;5676916;inmunoprin;4567041;No
6512422;innova CD;;Vigente;Insensible;Manual;;;;;;;7776830;innova CD;4567041;No
7270873;inoxtar;;Vigente;Insensible;Manual;;;;;;;7776832;inoxtar;4567041;No
7137451;insulatard;;Vigente;Insensible;Manual;;;;;;;7776834;insulatard;4567041;No
7739000;insulatard penfill;;Vigente;Insensible;Manual;;;;;;;7776834;insulatard;4567041;No
7358401;insuman N;;Vigente;Insensible;Manual;;;;;;;7356965;insuman;4567041;No
7356967;insuman R;;Vigente;Insensible;Manual;;;;;;;7356965;insuman;4567041;No
6407399;intaxel;;Vigente;Insensible;Manual;;;;;;;7776840;intaxel;4567041;No
6533146;intelence;;Vigente;Insensible;Manual;;;;;;;7776844;intelence;4567041;No
7459396;intelin;;Vigente;Insensible;Manual;;;;;;;7776848;intelin;4567041;No
7293639;intron A pen;;Vigente;Insensible;Manual;;;;;;;7293636;intron A;4567041;No
7472684;inucal;;Vigente;Insensible;Manual;;;;;;;7776851;inucal;4567041;No
7525826;invanz;;Vigente;Insensible;Manual;;;;;;;7776853;invanz;4567041;No
5686163;invirase;;Vigente;Sensible;Manual;;;;;;;5676917;invirase;4567041;No
6596330;invokana;;Vigente;Insensible;Manual;;;;;;;7776857;invokana;4567041;No
7431150;ionil - T;;Vigente;Insensible;Manual;;;;;;;7776864;ionil - T;4567041;No
6533165;iphsaflex;;Vigente;Insensible;Manual;;;;;;;7776884;iphsaflex;4567041;No
5686164;ipran;;Vigente;Sensible;Manual;;;;;;;5676918;ipran;4567041;No
5686165;ipson;;Vigente;Sensible;Manual;;;;;;;5676919;ipson;4567041;No
5686177;ipson - D;;Vigente;Sensible;Manual;;;;;;;5676919;ipson;4567041;No
6934191;ipson - D forte;;Vigente;Sensible;Manual;;;;;;;5676919;ipson;4567041;No
6934182;ipson forte;;Vigente;Insensible;Manual;;;;;;;5676919;ipson;4567041;No
6557250;irazem;;Vigente;Insensible;Manual;;;;;;;7776888;irazem;4567041;No
7199938;irbesartán;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7199759;irbevitae;;Vigente;Insensible;Manual;;;;;;;7199751;irbevitae;4567041;No
6533206;iressa;;Vigente;Insensible;Manual;;;;;;;7776891;iressa;4567041;No
7276850;irinotecán;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5686178;irrigor;;Vigente;Sensible;Manual;;;;;;;5676920;irrigor;4567041;No
7200954;irtana;;Vigente;Insensible;Manual;;;;;;;7200942;irtana;4567041;No
7207302;irtana H;;Vigente;Insensible;Manual;;;;;;;7200942;irtana;4567041;No
7134262;isdiben;;Vigente;Insensible;Manual;;;;;;;7776892;isdiben;4567041;No
6533224;isentress;;Vigente;Insensible;Manual;;;;;;;7776893;isentress;4567041;No
6621166;iskimil;;Vigente;Insensible;Manual;;;;;;;7776917;iskimil;4567041;No
7590535;ismo;;Vigente;Insensible;Manual;;;;;;;7776919;ismo;4567041;No
7134285;isocip;;Vigente;Insensible;Manual;;;;;;;7776923;isocip;4567041;No
7635506;isodense;;Vigente;Insensible;Manual;;;;;;;7776928;isodense;4567041;No
7635477;isofill;;Vigente;Insensible;Manual;;;;;;;7776934;isofill;4567041;No
7615691;isoflurano;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7635493;isoliss;;Vigente;Insensible;Manual;;;;;;;7776937;isoliss;4567041;No
7341606;isoniazida;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6745579;isoproterenol;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5686179;isoptina;;Vigente;Sensible;Manual;;;;;;;5676921;isoptina;4567041;No
5686184;isoptina SR;;Vigente;Sensible;Manual;;;;;;;5676921;isoptina;4567041;No
6636381;isosorbida dinitrato;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5686191;isox;;Vigente;Sensible;Manual;;;;;;;5676924;isox;4567041;No
6634675;isquelium;;Vigente;Insensible;Manual;;;;;;;7776954;isquelium;4567041;No
7306038;istefral;;Vigente;Insensible;Manual;;;;;;;7306035;istefral;4567041;No
6645878;itan;;Vigente;Sensible;Manual;;;;;;;7321141;itan;4567041;No
6656438;itodal;;Vigente;Sensible;Manual;;;;;;;7776972;itodal;4567041;No
7276919;itoxaril;;Vigente;Insensible;Manual;;;;;;;7776975;itoxaril;4567041;No
7560054;itrac 100;;Vigente;Insensible;Manual;;;;;;;7776978;itrac 100;4567041;No
7431947;ivarest;;Vigente;Insensible;Manual;;;;;;;7776980;ivarest;4567041;No
5686195;ixel;;Vigente;Sensible;Manual;;;;;;;5676925;ixel;4567041;No
5686196;ixempra;;Vigente;Sensible;Manual;;;;;;;5676926;ixempra;4567041;No
5686198;izofran;;Vigente;Sensible;Manual;;;;;;;5676927;izofran;4567041;No
5686204;izofran zydis;;Vigente;Sensible;Manual;;;;;;;5676927;izofran;4567041;No
7224808;jakavi;;Vigente;Insensible;Manual;;;;;;;7224816;jakavi;4567041;No
5686205;jalra;;Vigente;Sensible;Manual;;;;;;;5676928;jalra;4567041;No
5686210;jalra M;;Vigente;Sensible;Manual;;;;;;;5676928;jalra;4567041;No
7443126;janumet;;Vigente;Insensible;Manual;;;;;;;7776984;janumet;4567041;No
6533262;januvia;;Vigente;Insensible;Manual;;;;;;;7776995;januvia;4567041;No
6709781;jaydess;;Vigente;Insensible;Manual;;;;;;;7777533;jaydess;4567041;No
7646926;jevity;;Vigente;Insensible;Manual;;;;;;;7648447;jevity;4567041;No
7648455;jevity RTH;;Vigente;Insensible;Manual;;;;;;;7648447;jevity;4567041;No
7250155;jevtana;;Vigente;Insensible;Manual;;;;;;;7250153;jevtana;4567041;No
7523137;kabizol;;Vigente;Insensible;Manual;;;;;;;7777531;kabizol;4567041;No
7238222;kadcyla;;Vigente;Insensible;Manual;;;;;;;7238220;kadcyla;4567041;No
5702948;kadir;;Vigente;Sensible;Manual;;;;;;;5702830;kadir;4567041;No
7613704;kaion retard;;Vigente;Insensible;Manual;;;;;;;7777534;kaion retard;4567041;No
7034593;kaletra;;Vigente;Insensible;Manual;;;;;;;7777530;kaletra;4567041;No
6573397;kalitium;;Vigente;Insensible;Manual;;;;;;;7451792;kalitium;4567041;No
6604966;kalitium LP;;Vigente;Sensible;Manual;;;;;;;7451792;kalitium;4567041;No
6533340;kaloba;;Vigente;Insensible;Manual;;;;;;;7777529;kaloba;4567041;No
7435098;kan - eze plus;;Vigente;Insensible;Manual;;;;;;;7435085;kank - eze;4567041;No
7610621;kanacitrin;;Vigente;Insensible;Manual;;;;;;;7777527;kanacitrin;4567041;No
7435096;kank - eze;;Vigente;Insensible;Manual;;;;;;;7435085;kank - eze;4567041;No
7435304;kank - eze plus;;Vigente;Insensible;Manual;;;;;;;7435085;kank - eze;4567041;No
7643417;kaonol;;Vigente;Insensible;Manual;;;;;;;7777526;kaonol;4567041;No
7211598;keflex;;Vigente;Insensible;Manual;;;;;;;7211595;keflex;4567041;No
5686219;keppra;;Vigente;Sensible;Manual;;;;;;;5676934;keppra;4567041;No
5702963;keprodol;;Vigente;Sensible;Manual;;;;;;;5702842;keprodol;4567041;No
7636410;kératosane;;Vigente;Insensible;Manual;;;;;;;7777503;kératosane;4567041;No
7067028;ketamina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7424816;ketanor;;Vigente;Insensible;Manual;;;;;;;5676935;ketanor;4567041;No
5686221;ketanor SL;;Vigente;Sensible;Manual;;;;;;;5676935;ketanor;4567041;No
6622866;ketoconazol;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7418347;ketoesan;;Vigente;Insensible;Manual;;;;;;;7777519;ketoesan;4567041;No
5893814;ketoprofeno;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
6906457;ketorolaco trometamol;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6905223;ketotisin;;Vigente;Insensible;Manual;;;;;;;7768890;ketotisin;4567041;No
7322380;keval;;Vigente;Insensible;Manual;;;;;;;7322379;keval;4567041;No
7224947;keytruda;;Vigente;Insensible;Manual;;;;;;;7224945;keytruda;4567041;No
7499795;kiddi;;Vigente;Insensible;Manual;;;;;;;7777517;kiddi;4567041;No
7114839;kilnits;;Vigente;Insensible;Manual;;;;;;;7777516;kilnits;4567041;No
6937622;kin;;Vigente;Insensible;Manual;;;;;;;7777513;kin;4567041;No
6354642;kintava;;Vigente;Insensible;Manual;;;;;;;7777511;kintava;4567041;No
5686225;kitadol;;Vigente;Sensible;Manual;;;;;;;5676936;kitadol;4567041;No
6905225;kitadol infantil;;Vigente;Insensible;Manual;;;;;;;5676936;kitadol;4567041;No
5686226;kitadol max;;Vigente;Sensible;Manual;;;;;;;5676936;kitadol;4567041;No
5686228;kitadol noche;;Vigente;Sensible;Manual;;;;;;;5676936;kitadol;4567041;No
7710435;kitadol pediátrico;;Vigente;Insensible;Manual;;;;;;;5676936;kitadol;4567041;No
7740468;kitadol 1000;;Vigente;Insensible;Manual;;;;;;;5676936;kitadol;4567041;No
5686231;kivexa;;Vigente;Sensible;Manual;;;;;;;5676937;kivexa;4567041;No
5686232;klaricid;;Vigente;Sensible;Manual;;;;;;;5676938;klaricid;4567041;No
5686241;klaricid IV;;Vigente;Sensible;Manual;;;;;;;5676938;klaricid;4567041;No
7501229;kliner;;Vigente;Insensible;Manual;;;;;;;7777510;kliner;4567041;No
6596410;kombiglyze XR;;Vigente;Sensible;Manual;;;;;;;7777508;kombiglyze XR;4567041;No
7021317;konakion MM;;Vigente;Sensible;Manual;;;;;;;7777507;konakion MM;4567041;No
5686263;kopodex;;Vigente;Sensible;Manual;;;;;;;5676940;kopodex;4567041;No
7455247;kopodex XR;;Vigente;Insensible;Manual;;;;;;;5676940;kopodex;4567041;No
7369710;kovan;;Vigente;Insensible;Manual;;;;;;;7777504;kovan;4567041;No
5686264;kredit;;Vigente;Sensible;Manual;;;;;;;5676944;kredit;4567041;No
5686265;kriptonal;;Vigente;Sensible;Manual;;;;;;;5676947;kriptonal;4567041;No
6645899;kriptonal forte;;Vigente;Insensible;Manual;;;;;;;5676947;kriptonal;4567041;No
5686276;kytril;;Vigente;Sensible;Manual;;;;;;;5676948;kytril;4567041;No
6797200;labimiq;;Vigente;Insensible;Manual;;;;;;;7777500;labimiq;4567041;No
7491494;labosalic;;Vigente;Insensible;Manual;;;;;;;7777498;labosalic;4567041;No
7491579;labosona - G;;Vigente;Insensible;Manual;;;;;;;7491576;labosona;4567041;No
6645902;labotensil;;Vigente;Insensible;Manual;;;;;;;7777495;labotensil;4567041;No
6596431;lacotem;;Vigente;Insensible;Manual;;;;;;;7339185;lacotem;4567041;No
7613642;lacri - lube;;Vigente;Insensible;Manual;;;;;;;7777493;lacri - lube;4567041;No
7043376;lacryvisc;;Vigente;Insensible;Manual;;;;;;;7777491;lacryvisc;4567041;No
6533519;lactafem;;Vigente;Insensible;Manual;;;;;;;7777487;lactafem;4567041;No
7374179;lactil;;Vigente;Insensible;Manual;;;;;;;7777483;lactil;4567041;No
7095479;lactulosa;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7193582;ladee;;Vigente;Insensible;Manual;;;;;;;7777481;ladee;4567041;No
7193585;ladee 20;;Vigente;Insensible;Manual;;;;;;;7777481;ladee;4567041;No
6508773;lady - ten 35;;Vigente;Insensible;Manual;;;;;;;7777480;lady - ten 35;4567041;No
7193587;ladygex;;Vigente;Insensible;Manual;;;;;;;7352053;ladygex;4567041;No
7193588;ladygex - 20;;Vigente;Insensible;Manual;;;;;;;7352053;ladygex;4567041;No
7631451;lafaxin;;Vigente;Insensible;Manual;;;;;;;7631453;lafaxin;4567041;No
6533557;lafaxin XR;;Vigente;Insensible;Manual;;;;;;;7631453;lafaxin;4567041;No
5686277;lafigin;;Vigente;Sensible;Manual;;;;;;;5676958;lafigin;4567041;No
6600156;lafigin DT;;Vigente;Sensible;Manual;;;;;;;5676958;lafigin;4567041;No
6600691;lafigin XR;;Vigente;Sensible;Manual;;;;;;;5676958;lafigin;4567041;No
6525071;lagricel ofteno;;Vigente;Insensible;Manual;;;;;;;7777475;lagricel ofteno;4567041;No
7159543;lameton;;Vigente;Insensible;Manual;;;;;;;7159539;lameton;4567041;No
5686278;lamictal;;Vigente;Sensible;Manual;;;;;;;5676959;lamictal;4567041;No
5686285;lamisil;;Vigente;Sensible;Manual;;;;;;;5676961;lamisil;4567041;No
7159525;lamitrim;;Vigente;Insensible;Manual;;;;;;;7159527;lamitrim;4567041;No
7214733;lamivudina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7212402;lamivudina + zidovudina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7369985;lamotrigina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7384776;lampit;;Vigente;Insensible;Manual;;;;;;;7734179;lampit;4567041;No
6567321;lamucon;;Vigente;Insensible;Manual;;;;;;;7777474;lamucon;4567041;No
6775562;lanatósido C;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
7021181;lanexat;;Vigente;Insensible;Manual;;;;;;;7777473;lanexat;4567041;No
7186909;lanfetil;;Vigente;Insensible;Manual;;;;;;;7186907;lanfetil;4567041;No
7312250;langastrol;;Vigente;Insensible;Manual;;;;;;;7312249;langastrol;4567041;No
6630490;lansoprazol;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5686290;lantus;;Vigente;Sensible;Manual;;;;;;;5676963;lantus;4567041;No
7356226;lantus solostar;;Vigente;Insensible;Manual;;;;;;;5676963;lantus;4567041;No
6645906;lanvis;;Vigente;Sensible;Manual;;;;;;;7777472;lanvis;4567041;No
5686291;lanzopral;;Vigente;Sensible;Manual;;;;;;;5676964;lanzopral;4567041;No
5686295;lanzopral IV;;Vigente;Sensible;Manual;;;;;;;5676964;lanzopral;4567041;No
7312240;lanzopral MD;;Vigente;Insensible;Manual;;;;;;;5676964;lanzopral;4567041;No
7233995;lapatinib;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6617779;laptome;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
6645909;largactil;;Vigente;Sensible;Manual;;;;;;;7722603;largactil;4567041;No
6659431;lariam;;Vigente;Sensible;Manual;;;;;;;7777470;lariam;4567041;No
7462810;larotabe;;Vigente;Insensible;Manual;;;;;;;7777468;larotabe;4567041;No
7164981;lasix;;Vigente;Insensible;Manual;;;;;;;7777466;lasix;4567041;No
6895143;lassar;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6507752;lastacaft;;Vigente;Insensible;Manual;;;;;;;7777463;lastacaft;4567041;No
7575926;latanoprost;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6375032;latof;;Vigente;Insensible;Manual;;;;;;;7322475;latof;4567041;No
6524189;latof - T;;Vigente;Insensible;Manual;;;;;;;7322475;latof;4567041;No
5686305;launol;;Vigente;Sensible;Manual;;;;;;;5676965;launol;4567041;No
7525901;lavasept;;Vigente;Insensible;Manual;;;;;;;7777461;lavasept;4567041;No
7602438;lax 3350;;Vigente;Insensible;Manual;;;;;;;7777460;lax 3350;4567041;No
7390575;laxantil;;Vigente;Insensible;Manual;;;;;;;7777457;laxantil;4567041;No
7526365;laxonarol;;Vigente;Insensible;Manual;;;;;;;7777456;laxonarol;4567041;No
7470775;leblon labial;;Vigente;Insensible;Manual;;;;;;;7777537;leblon labial;4567041;No
7601195;leche de magnesia phillips;;Vigente;Insensible;Manual;;;;;;;7778193;phillips;4567041;No
7525830;lecitina de soya;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7264154;ledoxina;;Vigente;Insensible;Manual;;;;;;;7777453;ledoxina;4567041;No
7379485;leflonex;;Vigente;Insensible;Manual;;;;;;;7777451;leflonex;4567041;No
7625935;legofer;;Vigente;Insensible;Manual;;;;;;;7777450;legofer;4567041;No
7625888;legofer monodosis;;Vigente;Insensible;Manual;;;;;;;7777450;legofer;4567041;No
7278596;lekarna;;Vigente;Insensible;Manual;;;;;;;7777449;lekarna;4567041;No
7228599;lenalidomida;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6631613;leodrin;;Vigente;Insensible;Manual;;;;;;;7637209;leodrin;4567041;No
7641842;leodrin dúo biterapia;;Vigente;Insensible;Manual;;;;;;;7637209;leodrin;4567041;No
7637206;leodrin plus;;Vigente;Insensible;Manual;;;;;;;7637209;leodrin;4567041;No
5686307;leponex;;Vigente;Sensible;Manual;;;;;;;5676966;leponex;4567041;No
7361176;lerogin;;Vigente;Insensible;Manual;;;;;;;7777446;lerogin;4567041;No
5686312;lertus;;Vigente;Sensible;Manual;;;;;;;5676968;lertus;4567041;No
6942891;lertus retard;;Vigente;Insensible;Manual;;;;;;;5676968;lertus;4567041;No
5686313;lertus RL;;Vigente;Sensible;Manual;;;;;;;5676968;lertus;4567041;No
6573586;lertus SR;;Vigente;Insensible;Manual;;;;;;;5676968;lertus;4567041;No
5686315;lervitan;;Vigente;Sensible;Manual;;;;;;;5676969;lervitan;4567041;No
7666541;leti AT4;;Vigente;Sensible;Manual;;;;;;;7777444;leti AT4;4567041;No
7158603;letico;;Vigente;Insensible;Manual;;;;;;;7777441;letico;4567041;No
7666744;letixer D;;Vigente;Insensible;Manual;;;;;;;7666738;letixer;4567041;No
7666741;letixer Q;;Vigente;Insensible;Manual;;;;;;;7666738;letixer;4567041;No
7666739;letixer S;;Vigente;Insensible;Manual;;;;;;;7666738;letixer;4567041;No
7179471;letrovitae;;Vigente;Insensible;Manual;;;;;;;7179458;letrovitae;4567041;No
7179470;letrozol;;Vigente;Insensible;Manual;;;;;;;7179456;letrozol;4567040;Si
5894422;leucovorina cálcica;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
6645914;leukeran;;Vigente;Insensible;Manual;;;;;;;7777437;leukeran;4567041;No
7273931;leustatin;;Vigente;Insensible;Manual;;;;;;;7290498;leustatin;4567041;No
7359279;levemir flexpen;;Vigente;Insensible;Manual;;;;;;;7777430;levemir flexpen;4567041;No
7161406;levepsy;;Vigente;Insensible;Manual;;;;;;;7161403;levepsy;4567041;No
6905146;levetiracetam;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7161517;levevitae;;Vigente;Insensible;Manual;;;;;;;7161515;levevitae;4567041;No
5686319;levitra;;Vigente;Sensible;Manual;;;;;;;5676970;levitra;4567041;No
6495485;levoceterizina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6652677;levodopa;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7109619;levodopa - carbidopa;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6407418;levofamil;;Vigente;Insensible;Manual;;;;;;;7777421;levofamil;4567041;No
7098539;levofloxacino;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6533628;levonorgestrel;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7049506;levophed;;Vigente;Insensible;Manual;;;;;;;7777420;levophed;4567041;No
6535005;levorigotax;;Vigente;Insensible;Manual;;;;;;;7311263;levorigotax;4567041;No
7311270;levorigotax forte;;Vigente;Insensible;Manual;;;;;;;7311263;levorigotax;4567041;No
6617723;levotiroxina sódica;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
7148605;levoxin;;Vigente;Insensible;Manual;;;;;;;7777419;levoxin;4567041;No
7153489;levrox;;Vigente;Insensible;Manual;;;;;;;7777417;levrox;4567041;No
6657032;levucal;;Vigente;Sensible;Manual;;;;;;;7777414;levucal;4567041;No
5686320;lexapro;;Vigente;Sensible;Manual;;;;;;;5676971;lexapro;4567041;No
6645920;lexotanil;;Vigente;Sensible;Manual;;;;;;;7722579;lexotanil;4567041;No
5686321;liberat;;Vigente;Sensible;Manual;;;;;;;5676972;liberat;4567041;No
7572221;libraxin;;Vigente;Insensible;Manual;;;;;;;7777407;libraxin;4567041;No
7063936;lidocaína;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6629657;lifter;;Vigente;Sensible;Manual;;;;;;;7322524;lifter;4567041;No
7051128;lignospan standard;;Vigente;Insensible;Manual;;;;;;;7777402;lignospan standard;4567041;No
7292523;lilcarlil;;Vigente;Insensible;Manual;;;;;;;7292526;lilcarlil;4567041;No
7273732;lildocex;;Vigente;Insensible;Manual;;;;;;;7777398;lildocex;4567041;No
7278447;lilpacli;;Vigente;Insensible;Manual;;;;;;;7777397;lilpacli;4567041;No
7276957;lilritec;;Vigente;Insensible;Manual;;;;;;;7777394;lilritec;4567041;No
7609207;limeclin;;Vigente;Insensible;Manual;;;;;;;7777391;limeclin;4567041;No
7177043;linarol;;Vigente;Insensible;Manual;;;;;;;7177041;linarol;4567041;No
7276978;linatecan;;Vigente;Insensible;Manual;;;;;;;7777390;linatecan;4567041;No
7406830;lincocin;;Vigente;Insensible;Manual;;;;;;;7777388;lincocin;4567041;No
6622927;lincomicina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6535054;lindex;;Vigente;Insensible;Manual;;;;;;;7342977;lindex;4567041;No
7183432;linezet;;Vigente;Insensible;Manual;;;;;;;7777386;linezet;4567041;No
7183431;linezolida;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7186553;linfonex;;Vigente;Insensible;Manual;;;;;;;7186551;linfonex;4567041;No
6645923;linosun;;Vigente;Sensible;Manual;;;;;;;7777385;linosun;4567041;No
5879341;linovera;;Vigente;Insensible;Manual;;;;;;;7777375;linovera;4567041;No
7643010;lioplim;;Vigente;Insensible;Manual;;;;;;;7777372;lioplim;4567041;No
6645929;lioresyl;;Vigente;Insensible;Manual;;;;;;;7777370;lioresyl;4567041;No
7270989;lipegfilgrastim;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5686327;lipitor;;Vigente;Sensible;Manual;;;;;;;5676976;lipitor;4567041;No
7175734;lipoten 10;;Vigente;Insensible;Manual;;;;;;;7175731;lipoten;4567041;No
7175768;lipoten 20;;Vigente;Insensible;Manual;;;;;;;7175731;lipoten;4567041;No
7175772;lipoten 40;;Vigente;Insensible;Manual;;;;;;;7175731;lipoten;4567041;No
7175774;lipoten 80;;Vigente;Insensible;Manual;;;;;;;7175731;lipoten;4567041;No
6645927;lipotril;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
5686328;lipotropic;;Vigente;Sensible;Manual;;;;;;;5676977;lipotropic;4567041;No
5686339;lipox;;Vigente;Sensible;Manual;;;;;;;5676978;lipox;4567041;No
6667773;liracol;;Vigente;Sensible;Manual;;;;;;;7777367;liracol;4567041;No
6627599;lirex;;Vigente;Insensible;Manual;;;;;;;7777366;lirex;4567041;No
5686340;lisacne;;Vigente;Sensible;Manual;;;;;;;5676980;lisacne;4567041;No
7277597;lisix;;Vigente;Insensible;Manual;;;;;;;7777362;lisix;4567041;No
5686348;Lisoder;;Vigente;Sensible;Manual;;;;;;;5676981;Lisoder;4567041;No
6658056;lisovyr;;Vigente;Sensible;Manual;;;;;;;7299417;lisovyr;4567041;No
6596486;lisur;;Vigente;Insensible;Manual;;;;;;;7777360;lisur;4567041;No
7417127;litasina;;Vigente;Insensible;Manual;;;;;;;7777358;litasina;4567041;No
7109429;litio;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
7152880;livertox;;Vigente;Insensible;Manual;;;;;;;7343020;livertox;4567041;No
6666806;livial;;Vigente;Insensible;Manual;;;;;;;7777357;livial;4567041;No
7277566;lixapla;;Vigente;Insensible;Manual;;;;;;;7777354;lixapla;4567041;No
7430052;loceryl;;Vigente;Insensible;Manual;;;;;;;7777351;loceryl;4567041;No
7409226;locrim;;Vigente;Insensible;Manual;;;;;;;7777346;locrim;4567041;No
5686349;lodipres;;Vigente;Sensible;Manual;;;;;;;5676986;lodipres;4567041;No
5686352;lodux;;Vigente;Sensible;Manual;;;;;;;5676987;lodux;4567041;No
6563481;lomakare;;Vigente;Insensible;Manual;;;;;;;7777337;lomakare;4567041;No
5686355;lomarin;;Vigente;Sensible;Manual;;;;;;;5676988;lomarin;4567041;No
5686357;lomex;;Vigente;Sensible;Manual;;;;;;;5677000;lomex;4567041;No
7738950;lomex IV;;Vigente;Insensible;Manual;;;;;;;5677000;lomex;4567041;No
7270996;lonquex;;Vigente;Insensible;Manual;;;;;;;7777329;lonquex;4567041;No
6645932;loperamida clorhidrato;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
5686368;lopid;;Vigente;Sensible;Manual;;;;;;;5677001;lopid;4567041;No
7214306;lopinavir + ritonavir;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6535241;lopren;;Vigente;Insensible;Manual;;;;;;;7305790;lopren;4567041;No
7305794;lopren - D;;Vigente;Insensible;Manual;;;;;;;7305790;lopren;4567041;No
6617786;loptame;;Vigente;Sensible;Manual;;;;;;;7777326;loptame;4567041;No
6535262;loratadina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6645938;lorazepam;;Vigente;Sensible;Manual;;;;;;;;;4567040;Si
7637087;lorexan;;Vigente;Insensible;Manual;;;;;;;7777325;lorexan;4567041;No
5686378;losapres;;Vigente;Sensible;Manual;;;;;;;5677002;losapres;4567041;No
5686388;losapres - D;;Vigente;Sensible;Manual;;;;;;;5677002;losapres;4567041;No
6535282;losartán potásico;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
5686389;losec;;Vigente;Sensible;Manual;;;;;;;5677010;losec;4567041;No
5686395;losec mups;;Vigente;Sensible;Manual;;;;;;;5677010;losec;4567041;No
7581917;losiral;;Vigente;Insensible;Manual;;;;;;;7777324;losiral;4567041;No
6662294;losopil;;Vigente;Sensible;Manual;;;;;;;7777323;losopil;4567041;No
6524106;louten;;Vigente;Insensible;Manual;;;;;;;7777320;louten;4567041;No
6524169;louten T;;Vigente;Insensible;Manual;;;;;;;7777320;louten;4567041;No
6664712;lovacol;;Vigente;Sensible;Manual;;;;;;;7305795;lovacol;4567041;No
6535352;lovastatina;;Vigente;Insensible;Manual;;;;;;;;;4567040;Si
6895132;lovelle cíclico;;Vigente;Insensible;Manual;;;;;;;7497464;lovelle;4567041;No
6905168;lovelle continuo;;Vigente;Insensible;Manual;;;;;;;7497464;lovelle;4567041;No
5686396;lowden;;Vigente;Sensible;Manual;;;;;;;5677012;lowden;4567041;No
6905366;lowfin;;Vigente;Insensible;Manual;;;;;;;7777318;lowfin;4567041;No
6176164;lubriderm extra humectante;;Vigente;Insensible;Manual;;;;;;;5677015;lubriderm;4567041;No
5686400;lubriderm piel sensible hipoalergénica;;Vigente;Sensible;Manual;;;;;;;5677015;lubriderm;4567041;No
7145234;lucaste;;Vigente;Insensible;Manual;;;;;;;7777315;lucaste;4567041;No
7727805;lucentis;;Vigente;Insensible;Manual;;;;;;;7727804;lucentis;4567041;No
7276962;ludabina;;Vigente;Insensible;Manual;;;;;;;7276959;ludabina;4567041;No
6340820;lukanex;;Vigente;Insensible;Manual;;;;;;;7322608;lukanex;4567041;No
