ConceptID;Term;RegNUM;RegAÑO
835471000167104;ferranim cápsula blanda (Sanitas);F-8951;16
835481000167102;visipaque 270 mg I/mL solución inyectable (GE);F-21245;14
835491000167100;bejowa 0,5 mg comprimido (Medley);F-20241;13
835501000167105;bio electro comprimido recubierto (Genomma Lab);F-21218;14
835511000167107;genotropin 16 UI (5,3 mg) polvo liofilizado para solución inyectable con solvente (Pfizer);B-1475;16
835521000167102;alopurinol 100 mg comprimido (Andrómaco);F-11184;16
835531000167100;lamivudina 150 mg + zidovudina 300 mg comprimido recubierto (OPKO);F-18059;15
835541000167108;bevitex forte solución oral para gotas (Prater);F-14580;15
835551000167106;droperidol 5 mg/2 mL solución inyectable (Biosano);F-7647;16
835581000167101;celtium 20 mg comprimido recubierto (Saval);F-15513;16
835591000167104;asicot 100 mg comprimido recubierto (Lab Chile);F-14176;14
835601000167109;salvacoll comprimido (Medipharm);F-6051;15
835611000167106;viplan forte solución oral para gotas (Medipharm);F-20763;14
835621000167101;imix comprimido recubierto (Lab Chile);F-17561;14
835631000167104;aminoven 10% solución inyectable para infusión intravenosa (Fresenius Kabi);F-12112;13
835651000167105;sigmasporin microral 50 mg cápsula blanda (Libra);F-15788;16
835661000167108;AB antitusivo comprimido masticable (Saval);F-9562;16
835691000167103;zeldox 40 mg cápsula (Pfizer);F-21317;14
835701000167103;lafigin 100 mg comprimido (Drugtech);F-2403;14
835721000167106;ciclobenzaprina 10 mg comprimido recubierto (Mintlab);F-12151;17
835731000167108;ciprofloxacino 500 mg comprimido recubierto (Lab Chile);F-8360;16
835741000167100;clonex CD 0,5 mg comprimido dispersable (Saval);F-14217;14
835751000167102;exforge D 10 / 320 / 25 comprimido recubierto (Novartis);F-19858;18
835761000167104;cold cream limpiador gel (Avène);1531C-16;15
835771000167105;amiodarona clorhidrato 150 mg/3 mL solución inyectable (Biosano);F-7618;16
835781000167107;salofalk enema (Biotoscana);F-9466;16
835801000167108;octostim 15 mcg/mL solución inyectable (Ferring);F-21975;15
835811000167105;aprovel 300 mg comprimido recubierto (Sanofi Aventis);F-16422;17
835821000167100;clonazepam 2 mg comprimido (Lab Chile);F-13247;13
835831000167103;atorvastatina 20 mg comprimido recubierto (Lab Chile);F-19643;17
835841000167106;alprazolam 0,5 mg comprimido (Mintlab);F-9868;16
835851000167109;amikacina 500 mg/2 mL solución inyectable (Biosano);F-7617;16
835861000167107;tiof 0,25% solución oftálmica (Nicolich);F-5545;15
835871000167101;xalatan solución oftálmica (Pfizer);F-56;17
835881000167104;rifampicina 150 mg cápsula (Lab Chile);F-14108;14
835891000167102;artesol 50 mg comprimido (Cardiopharm);F-11947;17
835901000167101;avastin 100 mg/4 mL concentrado para solución para infusión (Roche);B-2357;13
835921000167109;mixovir comprimido recubierto (Andrómaco);F-11807;17
835931000167106;sertralina 50 mg comprimido (Lab Chile);F-14271;14
835941000167103;valpax 1 mg comprimido (Drugtech);F-10095;16
835951000167100;glicenex 850 mg comprimido recubierto (Bagó);F-14047;14
835961000167102;underan ungüento dérmico (Saval);F-12816;18
835971000167108;alopek solución tópica (Royal Pharma);F-15303;15
835991000167107;alprazolam 0,5 mg comprimido (Lab Chile);F-8314;16
836001000167106;xylocaína 2% gel tópico (Astrazeneca);F-5564;15
836021000167103;arrumal 30 mg comprimido (Royal Pharma);F-18150;15
836031000167101;hutrope 36 UI (12 mg) polvo liofilizado para solución inyectable con solvente (Eli Lilly);B-1945;16
836051000167107;olanzyl 10 mg comprimido recubierto (Axon Pharma);F-16439;17
836061000167105;prayanol cápsula (Sanitas);F-1263;18
836071000167104;bondronat concentrado para solución inyectable (Roche);F-15354;15
836081000167102;olbetam cápsula (Pfizer);F-6326;15
836091000167100;zilfic 50 mg comprimido recubierto (Mintlab);F-13716;14
836101000167107;neoclaritine jarabe (MSD);F-7110;15
836111000167109;combodart cápsula con cápsula blanda y gránulos entéricos de liberación sostenida (Stiefel);F-20134;18
836121000167104;zidovudina 300 mg comprimido recubierto (Master Care);F-19083;16
836131000167102;cidimus 5 mg cápsula (Sandoz);F-19209;17
836141000167105;infex 500 mg comprimido recubierto (Neumobiotics);B-1536;16
836151000167108;broncotusilan adulto solución oral (Pasteur);F-13500;14
836171000167100;caristop 0,05% solución para enjuague bucal (Maver);F-3803;15
836191000167101;fibronil 200 mg cápsula (Royal Pharma);F-12205;17
836201000167104;hipoglucin comprimido recubierto (Lab Chile);F-8438;16
836221000167107;sertac 50 mg comprimido recubierto (Andrómaco);F-20977;14
836231000167109;atorvastatina 10 mg comprimido recubierto (Synthon);F-22096;15
836241000167101;dieloft 100 mg comprimido recubierto (Sanofi Aventis);F-21115;14
836261000167100;duogen cápsula con cápsula blanda y gránulos entéricos de liberación sostenida (Etex);F-20138;18
836271000167106;nitropress 50 mg/2 mL solución concentrada para perfusión (Hospira);F-16649;17
836281000167108;rocaltrol 0,25 mcg cápsula blanda (Roche);F-4173;15
836291000167105;dobutamina 250 mg/20 mL solución inyectable para infusión intravenosa (Sanderson);F-12581;17
836301000167109;hutrope 18 UI (6 mg) polvo liofilizado para solución inyectable con solvente (Eli Lilly);B-1944;16
836321000167101;ibu - 2 comprimido recubierto (Andrómaco);F-20227;13
836331000167104;midazolam 15 mg/3 mL solución inyectable (Sanderson);F-14714;15
836341000167107;orencia 125 mg/mL solución inyectable (B-MS);B-2284;17
836361000167108;tygacil polvo liofilizado para solución inyectable (Wyeth);F-21176;14
836371000167102;atac 550 mg comprimido recubierto (Recalcine);F-14151;14
836381000167100;etinilestradiol 30 mcg + levonorgestrel 150 mcg comprimidos recubierto (Mintlab);F-20506;13
836391000167103;ursofalk 250 mg/5 mL suspensión oral (Biotoscana);F-15413;16
836411000167103;seroquel XR 300 mg comprimido recubierto de liberación prolongada (Astrazeneca);F-17370;14
836421000167108;lipoten 40 comprimido recubierto (Pharmavita);F-20490;13
836431000167105;prodel - B jarabe (Pasteur);F-11633;16
836441000167102;rigotax cápsula blanda (Prater);F-11952;17
836451000167104;cisaprida 10 mg comprimido (Andrómaco);F-11222;16
836461000167101;cianocobalamina 100 mcg/mL solución inyectable (Sanderson);F-6141;15
836471000167107;muvend 0,25 mg comprimido (Synthon);F-17685;14
836481000167109;enalapril maleato 10 mg comprimido (OPKO);F-18847;16
836491000167106;off - ten 25 mg comprimido (Medipharm);F-12221;17
836511000167104;glukaut 500 / 2,5 comprimido recubierto (Sanitas);F-14332;14
836521000167109;septrin forte comprimido (Pharmatech);F-2445;14
836531000167106;viproxil compuesto solución oral para gotas (Andrómaco);F-13886;14
836541000167103;altazinc solución oral para gotas (Saval);F-16743;18
836551000167100;cotibin infantil solución oral para gotas (Andrómaco);F-6566;15
836561000167102;seroquel XR 400 mg comprimido recubierto de liberación prolongada (Astrazeneca);F-17371;14
836571000167108;zintrepid 10 / 10 comprimido (MSD);F-14720;15
836581000167105;celtium 10 mg comprimido recubierto (Saval);F-14527;15
836591000167107;aracytin 100 mg polvo liofilizado para solución inyectable con solvente (Pfizer);F-14193;14
836601000167102;seroquel XR 150 mg comprimido recubierto de liberación prolongada (Astrazeneca);F-18686;16
836611000167100;betaxolol 0,5% solución oftálmica (Lab Chile);F-5958;15
836621000167105;dolofar TU comprimido con recubrimiento entérico de liberación prolongada (Medipharm);F-20635;13
836631000167107;ipran 10 mg comprimido recubierto (Drugtech);F-12972;18
836651000167101;atemperator solución oral para gotas (Neuroscience);F-5662;15
836661000167103;prodel - B comprimido (Pasteur);F-11632;16
836671000167109;seroquel 100 mg comprimido recubierto (Astrazeneca);F-7201;15
836681000167106;angicon 2 mg comprimido (Royal Pharma);F-1295;14
836691000167108;cotina comprimido (Sanitas);F-3416;15
836701000167108;alertex 200 mg comprimido (Saval);F-15507;16
836711000167105;coversyl 10 mg comprimido recubierto (Servier);F-21143;14
836721000167100;inmufen 250 mg cápsula (Ascend);F-20109;18
836731000167103;enalapril maleato 20 mg comprimido (Ándromaco);F-20637;13
836741000167106;ácido folínico 50 mg polvo liofilizado para solución inyectable (Fresenius Kabi);F-15107;15
836751000167109;andibet 850 mg comprimido recubierto (Chemopharma);F-12065;17
836761000167107;glukaut 500 / 5 comprimido recubierto (Sanitas);F-14331;14
836771000167101;gynera gragea (Bayer);F-4581;15
836781000167104;ortoxine sabor frambuesa comprimido de disolución bucal (Euromed);F-12181;17
836791000167102;rocaltrol 0,5 mcg cápsula blanda (Roche);F-4174;15
836801000167103;bagomigral comprimido recubierto (Bagó);F-17375;14
836821000167106;prednisona 5 mg comprimido (Mintlab);F-3376;15
836831000167108;glycylpressin polvo liofilizado para solución inyectable con solvente (Ferring);F-20396;14
836841000167100;acepran 0,5 mg comprimido (Andrómaco);F-7396;16
836851000167102;cloval jarabe (Saval);F-117;17
836861000167104;ortoxine sabor miel + limón comprimido de disolución bucal (Euromed);F-12184;17
836871000167105;trelibec forte comprimido (Mintlab);F-6942;15
836891000167109;minigest comprimido recubierto (Andrómaco);F-13066;18
836901000167105;resotyl 100 mg comprimido (Drugtech);F-14005;14
836911000167107;clatic 250 mg/5 mL polvo granular para suspensión oral (Pasteur);F-15417;16
836921000167102;isosorbida dinitrato 10 mg comprimido (Andrómaco);F-7205;15
836931000167100;somnil 10 mg comprimido (Tecnofarma);F-10360;16
836941000167108;zapinex FT 10 mg comprimido de disolución bucal (Andrómaco);F-15171;15
836951000167106;atenfar 20 mg comprimido recubierto (Medipharm);F-20921;14
836981000167101;zyvox comprimido recubierto (Pfizer);F-20804;14
836991000167104;alsylax gragea entérica (Boehringer I.);F-1453;18
837001000167109;coversyl 5 mg comprimido recubierto (Servier);F-19580;17
837011000167106;carbamazepina 200 mg comprimido (Lab Chile);F-6873;15
837021000167101;tamisa 30 / 75 gragea (Euromed);F-19669;17
837031000167104;epamin cápsula de liberación prolongada (Pfizer);F-14285;14
837041000167107;amobiotic 500 mg/5 mL polvo para suspensión oral con solvente (Lab Chile);F-8323;16
837061000167108;beof solución oftálmica (Nicolich);F-5522;15
837071000167102;renacenz solución inyectable (Pharmavita);B-1961;16
837081000167100;atorvastatina 10 mg comprimido recubierto (Lab Chile);F-19646;17
837091000167103;plusgin cápsula (Raffo);F-21281;14
837101000167105;amlodipino 10 mg comprimido recubierto (Lab Chile);F-14338;14
837121000167102;nimbex solución inyectable (GSK);F-98;17
837131000167100;berocca plus comprimido recubierto (Bayer);F-7399;16
837181000167101;muxol solución inyectable (Saval);F-5469;15
837191000167104;rosvel 20 mg comprimido recubierto (Lab Chile);F-15252;15
837211000167100;sin flu comprimido (Valma);F-11672;16
837221000167105;escitalopram 10 mg comprimido recubierto (Mintlab);F-17605;14
837231000167107;telebrix 30 meglumina solución inyectable (Guerbet);F-20553;13
837241000167104;somno XR comprimido bicapa de liberación prolongada (Saval);F-17445;14
837261000167103;midazolam 15 mg/3 mL solución inyectable (Pfizer);F-8207;16
837271000167109;elixine lentocaps 300 mg cápsula con gránulos de liberación prolongada (Saval);F-5533;15
837281000167106;zyloric 300 mg comprimido (GSK);F-2442;14
837291000167108;cresadex 10 mg comprimido recubierto (Cardiopharm);F-14759;15
837301000167107;rasilez D 300 / 25 comprimido recubierto (Novartis);F-17200;13
837311000167109;risperdal 1 mg comprimido recubierto (Janssen);F-9458;16
837321000167104;crotamitón 10% loción tópica (Andrómaco);F-11249;16
837331000167102;olanzyl 5 mg comprimido recubierto (Axon Pharma);F-16440;17
837341000167105;allegra 180 mg comprimido recubierto (Sanofi Aventis);F-12446;17
837351000167108;vytorin 10 / 20 comprimido (MSD);F-14729;15
837361000167106;lertus 50 mg comprimido recubierto (Tecnofarma);F-10318;16
837371000167100;buxon 150 mg comprimido de liberación prolongada (Saval);F-3670;15
837391000167101;rispyl 1 mg comprimido recubierto (Axon Pharma);F-18894;16
837401000167103;zomigren comprimido recubierto (Chemopharma);F-18349;15
837411000167101;deflamat 75 mg cápsula con microgránulos con recubrimiento entérico (Andrómaco);F-14172;14
837421000167106;ondax 10 mg comprimido (Saval);F-5474;15
837431000167108;rasilez D 150 / 25 comprimido recubierto (Novartis);F-17198;13
837441000167100;telugren polvo (Royal Pharma);F-3708;15
837451000167102;alfadoxin 2 mg comprimido recubierto (Lab Chile);F-2622;14
837461000167104;flamus 100 mg comprimido dispersable (Lab Chile);F-15081;15
837471000167105;sifrol ER 0,75 mg comprimido de liberación prolongada (Boehringer I.);F-17969;15
837481000167107;glafornil 500 mg comprimido recubierto (Merck);F-122;17
837491000167109;sandimmun neoral 100 mg/mL solución oral (Novartis);F-9629;16
837501000167104;ortoxine sabor naranja comprimido de disolución bucal (Euromed);F-12182;17
837511000167102;risperdal 3 mg comprimido recubierto (Janssen);F-9459;16
837521000167107;rasilez D 300 / 12,5 comprimido recubierto (Novartis);F-17199;13
837531000167109;valcote 125 mg comprimido con recubrimiento entérico (Abbott);F-5276;15
837541000167101;simcor 10 mg comprimido recubierto (Chemopharma);F-17212;13
837551000167103;ritmenal 400 mg cápsula (Sanitas);F-7428;16
837561000167100;atorvastatina 40 mg comprimido recubierto (Lab Chile);F-19644;17
837571000167106;deflamat 100 mg cápsula con microgránulos con recubrimiento entérico (Andrómaco);F-13922;14
837581000167108;ibuprofeno 600 mg comprimido recubierto (OPKO);F-7636;16
837591000167105;taxus 20 mg comprimido (Tecnofarma);F-10367;16
837611000167103;xumadol granulado efervescente (ITF - Labomed);F-17537;14
837631000167105;arixtra 2,5 mg/0,5 mL solución inyectable (GSK);F-12369;17
837641000167102;atorvastatina 10 mg comprimido recubierto (Pasteur);F-12238;17
837651000167104;aldinam 200 mg comprimido recubierto (Drugtech);F-18474;16
837681000167109;ranitidina 50 mg/2 mL solución inyectable (Biosano);F-20430;13
837691000167106;viternum vitaminado solución oral para preparación extemporánea (ITF - Labomed);F-3352;15
837701000167106;roacnetán 20 mg cápsula blanda (Roche);F-4172;15
837711000167108;clozanil 0,5 mg comprimido (Sanitas);F-504;18
837721000167103;orap forte comprimido (Janssen);F-2537;14
837741000167109;rinoparin solución oral para gotas (Pasteur);F-11654;16
837751000167107;cardiolen 80 mg cápsula (Sanitas);F-3292;15
837761000167105;optive solución oftálmica (Allergan);F-16363;17
837771000167104;tareg - D 320 / 12,5 comprimido recubierto (Novartis);F-15958;17
837781000167102;sandimmun neoral 50 mg cápsula blanda (Novartis);F-9628;16
837791000167100;maxipime 1 g polvo para suspensión inyectable (B-MS);B-1190;16
837801000167101;betaplex CR 20 mg comprimido recubierto de liberación prolongada (Cardiopharm);F-19249;17
837821000167109;deflamat 50 mg cápsula con gránulos con recubrimiento entérico (Andrómaco);F-4598;15
837831000167106;vancomicina 500 mg polvo liofilizado para solución inyectable (Hospira);B-1274;16
837841000167103;efadima polvo para solución inyectable (OPKO);F-14818;15
837851000167100;axant 65% solución oral (Mintlab);F-12669;17
837861000167102;xeloda 150 mg comprimido recubierto (Roche);F-1869;14
837871000167108;tears naturale II solución oftálmica (Alcon);F-8042;16
837881000167105;t - inmun 5 mg cápsula (Complex Therap);F-13919;14
837891000167107;geniol comprimido (Mintlab);F-6908;15
837911000167105;pramipexol diclorhidrato 0,25 mg comprimido (OPKO);F-18500;16
837921000167100;cafiaspirina comprimido (Bayer);F-1482;13
837941000167106;zytiga comprimido (Janssen);F-19630;17
837951000167109;siafil 100 mg comprimido recubierto (Synthon);F-13445;13
837961000167107;talof suspensión oftálmica (Poen);F-17918;15
837971000167101;sandimmun 250 mg/5 mL solución para perfusión (Novartis);B-2545;15
837981000167104;zyprexa zydis 10 mg tableta dispersable (Eli Lilly);F-11821;17
837991000167102;anulette CD comprimido recubierto (Silesia);F-11458;16
838001000167105;flanax 550 mg comprimido recubierto (Bayer);F-9398;16
838011000167107;siafil 50 mg comprimido recubierto (Synthon);F-13444;13
838021000167102;dicil solución dérmica spray (Royal Pharma);F-16564;17
838031000167100;bencilpenicilina sódica 1.000.000 UI polvo para solución inyectable (Biosano);B-2235;17
838041000167108;remicade polvo liofilizado para solución inyectable (Janssen);B-664;15
838051000167106;azopt suspensión oftálmica (Alcon);F-1798;14
838061000167109;atorvastatina 20 mg comprimido recubierto (OPKO);F-18552;16
838071000167103;rasilez D 150 / 12,5 comprimido recubierto (Novartis);F-17197;13
838081000167101;cortiprex 1 mg/mL suspensión oral (Lab Chile);F-8380;16
838091000167104;egogyn 1000 UI cápsula blanda (K2 Health&Wellness);F-21064;14
838101000167106;infor cápsula blanda (Prater);F-18242;15
838121000167103;tareg 320 mg comprimido recubierto (Novartis);F-21700;15
838161000167105;cold cream manos crema (Avène);1531C-17;15
838171000167104;dezartal 30 mg comprimido (Grünenthal);F-21684;15
838191000167100;tiof 0,5% solución oftálmica (Nicolich);F-5546;15
838201000167103;neurum 150 mg cápsula (Saval);F-15733;16
838211000167101;tasigna 200 mg cápsula (Novartis);F-17117;13
838221000167106;zaledor XR 50 mg comprimido recubierto de liberación prolongada (Medipharm);F-18251;15
838241000167100;fluoxetina 20 mg comprimido (Sanitas);F-467;18
838251000167102;cilokare 25 mg comprimido recubierto (Etex);F-18684;16
838261000167104;egogyn 400 UI cápsula blanda (K2 Health&Wellness);F-21063;14
838271000167105;folisanin 1 mg comprimido (Sanitas);F-8958;16
838291000167109;aratan 100 mg comprimido recubierto (Andrómaco);F-20899;14
838301000167108;otipax solución ótica para gotas (Axon Pharma);F-11846;17
838311000167105;mentix 100 mg comprimido (Royal Pharma);F-16244;17
838321000167100;topictal 25 mg comprimido recubierto (Tecnofarma);F-13235;13
838331000167103;arendal comprimido (Pharma Investi);F-14777;15
838351000167109;acetato de sodio 30% solución inyectable (Sanderson);F-6134;15
838371000167101;ciclobenzaprina 10 mg comprimido recubierto (Lab Chile);F-14687;15
838381000167104;analgex SAP comprimido recubierto (Recalcine);F-14651;15
838411000167102;gofyl 25 mg comprimido recubierto (Axon Pharma);F-16950;18
838421000167107;ropsil 0,5 mg comprimido (Medipharm);F-12255;17
838441000167101;ziagen 20 mg/mL solución oral (GSK);F-1975;14
838451000167103;papaverina clorhidrato 80 mg/2 mL solución inyectable (Sanderson);F-14086;14
838461000167100;mabthera 100 mg/10 mL solución para infusión (Roche);B-2453;15
838471000167106;hylase dessau polvo liofilizado para solución inyectable (Riemser);B-2256;17
838491000167105;alimta 500 mg polvo liofilizado para solución inyectable para infusión intravenosa (Eli Lilly);F-20434;13
838501000167100;cheltin IV solución inyectable (Pharma Investi);F-16630;17
838521000167108;sprycel 70 mg comprimido recubierto (B-MS);F-16023;17
838531000167105;supradyn gragea (Bayer);F-4972;15
838541000167102;rubifen comprimido (Pharmavita);F-8290;16
838551000167104;corotrope solución inyectable (Sanofi Aventis);F-9483;16
838561000167101;cotibin antigripal comprimido recubierto (Andrómaco);F-13053;18
838571000167107;migratam comprimido recubierto (Lab Chile);F-8459;16
838581000167109;melitase comprimido birranurado (Tecnofarma);F-5611;15
838591000167106;accupril 20 mg comprimido recubierto (Pfizer);F-20788;14
838601000167101;ulcrux cápsula con gránulos con recubrimiento entérico (Prater);F-1880;14
838611000167104;herceptin 440 mg polvo liofilizado para solución para infusión intravenosa con solvente (Roche);B-2391;14
838621000167109;carvedilol 25 mg comprimido (OPKO);F-18528;16
838631000167106;sanigermin barra tópica (Sanitas);823C-3;18
838641000167103;lipox 40 mg comprimido recubierto (Lab Chile);F-19641;17
838651000167100;sprycel 100 mg comprimido recubierto (B-MS);F-17627;14
838661000167102;amdipin 5 mg comprimido (ITF - Labomed);F-10771;16
838671000167108;algiafin jarabe (IPhSA);F-6449;15
838681000167105;coumadin 2,5 mg comprimido (B-MS);F-9736;16
838691000167107;norsic 25 mg comprimido recubierto (Andrómaco);F-21702;15
838701000167107;amlodipino 5 mg comprimido (OPKO);F-18396;15
838711000167109;ritmenal 300 mg cápsula (Sanitas);F-7427;16
838721000167104;blonax comprimido recubierto (Mintlab);F-1933;14
838741000167105;microgynon gragea (Bayer);F-9818;16
838761000167106;levetiracetam 500 mg comprimido recubierto (Euromed);F-20905;14
838771000167100;exforge 5 / 160 comprimido recubierto (Novartis);F-16147;17
838781000167103;lifter 50 mg comprimido recubierto (Saval);F-1893;14
838801000167102;vontrol comprimido (GSK);F-14317;14
838811000167100;desloratadina 2,5 mg/5 mL jarabe (IPhSA);F-17750;14
838821000167105;sinlip 10 comprimido recubierto (Gador);F-18481;16
838831000167107;solu - medrol 40 mg polvo liofilizado para solución inyectable con solvente (Pfizer);F-2818;14
838841000167104;travatan solución oftálmica (Alcon);F-9089;16
838851000167101;gemzar 1 g polvo liofilizado para solución inyectable (Eli Lilly);F-22;17
838881000167106;retacnyl 0,025% crema (Galderma);F-8547;16
838891000167108;dactinomicina 0,5 mg polvo liofilizado para solución inyectable (Seven Pharma);F-22807;16
838901000167109;petidina clorhidrato 100 mg/2 mL solución inyectable (Sanderson);F-10907;16
838931000167104;pantomicina polvo liofilizado para solución inyectable (Bagó);B-659;14
838951000167105;oralne 20 mg cápsula blanda (Deutsche Pharma);F-19579;17
838961000167108;ausentron 75 mg comprimido recubierto de liberación prolongada (Lab Chile);F-8332;16
838971000167102;diclofenaco sódico 100 mg cápsula con gránulos recubiertos de liberación prolongada (Lab Chile);F-3926;15
838981000167100;sprycel 20 mg comprimido recubierto (B-MS);F-16021;17
838991000167103;supradyn active comprimido recubierto (Bayer);K-11;15
839001000167103;tractocile 37,5 mg/5 mL solución para infusión (Ferring);F-15428;16
839021000167106;dotarem 4,2 g/15 mL solución inyectable (Guerbet);F-8688;16
839031000167108;algiafin solución oral para gotas (IPhSA);F-6450;15
839041000167100;atenolol 50 mg comprimido (Lab Chile);F-8329;16
839051000167102;elixine solución oral (Saval);F-2370;14
839061000167104;furosemida 40 mg comprimido (Andrómaco);F-11274;16
839071000167105;eurocor 1,25 mg comprimido recubierto (Saval);F-18881;16
839081000167107;ultiva 1 mg polvo liofilizado para solución inyectable (GSK);F-309;18
839091000167109;yervoy 200 mg/40 mL solución inyectable (B-MS);B-2223;16
839101000167102;bridion 500 mg/5 mL solución inyectable (MSD);F-17714;14
839111000167100;isoproterenol 1 mg/5 mL solución inyectable (Biosano);F-7661;16
839121000167105;neomicina 500 mg comprimido (Lab Chile);B-317;18
839141000167104;esancol comprimido (Esan);F-9290;16
839151000167101;sprycel 50 mg comprimido recubierto (B-MS);F-16022;17
839171000167109;betametasona fosfato sódico 4 mg/mL solución inyectable (Sanderson);F-6137;15
839181000167106;trebutel comprimido (Andrómaco);F-11557;16
839191000167108;lopren comprimido recubierto (Mintlab);F-14316;14
839201000167105;urodial comprimido (Bagó);F-17175;13
839221000167102;clonazepam 0,5 mg comprimido (IPhSA);F-15579;16
839231000167100;retacnyl 0,05% crema (Galderma);F-8548;16
839241000167108;ampino 5 mg comprimido (Saval);F-20381;13
839261000167109;tecta 20 mg comprimido con recubrimiento entérico (Alpes Chemie);F-19574;17
839281000167101;ACTacel polvo liofilizado y suspensión inyectable (Sanofi Pasteur);B-973;15
839291000167104;rinobanedif ungüento nasal (Bagó);B-157;18
839301000167100;fluconazol 150 mg cápsula (IPhSA);F-4322;15
839311000167103;difexon solución espumosa (Bagó);F-6959;15
839321000167108;spiron FT 3 mg comprimido de disolución bucal (Andrómaco);F-19879;18
839331000167105;visipaque 320 mg I/mL solución inyectable (GE);F-21244;14
839341000167102;metotrexato 500 mg/20 mL solución inyectable (Lab Chile);F-17858;14
839351000167104;avaxim 160 U suspensión inyectable (Sanofi Pasteur);B-160;13
839361000167101;femitres comprimido recubierto (Silesia);F-14187;14
839371000167107;pancrit sabor miel limón comprimido de disolución bucal (Andrómaco);F-16772;18
839381000167109;cardiolen 120 mg cápsula (Sanitas);F-3293;15
839391000167106;prexan comprimido recubierto (Mintlab);F-21596;14
839401000167109;xeloda 500 mg comprimido recubierto (Roche);F-1870;14
839411000167106;implicane 50 mg comprimido recubierto (Tecnofarma);F-650;18
839421000167101;diclofenaco sódico 50 mg supositorio (Pasteur);F-14942;15
839441000167107;histrol 2 mg comprimido (Mintlab);F-13559;14
839451000167105;bevitex solución oral para gotas (Prater);F-14579;15
839461000167108;acerdil 20 mg comprimido (Cardiopharm);F-5655;15
839491000167103;flebogamma 10% DIF 5 g/50 mL solución inyectable para perfusión (Grifols);B-2228;16
839501000167108;ausentron 25 mg comprimido recubierto (Lab Chile);F-8331;16
839521000167100;artridol duo cápsula blanda (Lab Chile);F-13038;18
839561000167107;lamivudina 150 mg comprimido recubierto (OPKO);F-18240;15
839571000167101;itan comprimido (Saval);F-1163;13
839581000167104;nostaden 5 mg comprimido recubierto (Mintlab);F-17911;15
839591000167102;innova CD comprimido recubierto (Lab Chile);F-14107;14
839601000167107;nepokare 10 mg comprimido recubierto (Etex);F-19402;17
839611000167109;tolexine GE 100 mg comprimido (D & M Pharma);F-15120;15
839641000167105;xinder loción capilar (Fouchard);F-9405;16
839651000167108;altazinc 15 mg comprimido (Saval);F-15920;17
839661000167106;vfend polvo liofilizado para solución inyectable (Pfizer);F-20548;13
839671000167100;yasmin CD comprimido recubierto (Bayer);F-14668;15
839691000167101;emergen 50 mg comprimido recubierto (Lab Chile);F-65;17
839701000167101;diazepam 10 mg comprimido (Mintlab);F-3374;15
839711000167104;ibupirac compuesto comprimido (Chemopharma);F-3279;15
839721000167109;pancrit comprimido de disolución bucal (Andrómaco);F-17414;14
839731000167106;spiron FT 0,5 mg comprimido de disolución bucal (Andrómaco);F-15049;15
839741000167103;captopril 25 mg comprimido (OPKO);F-18656;16
839751000167100;bactrimel solución inyectable (Roche);F-2575;14
839761000167102;sandimmun neoral 25 mg cápsula blanda (Novartis);F-9627;16
839771000167108;tonotensil 20 mg comprimido (Lab Chile);F-8511;16
839781000167105;adalat oros 20 mg comprimido recubierto de liberación osmótica programada (Bayer);F-1738;14
839801000167106;acepran 1 mg comprimido dispersable (Andrómaco);F-16436;17
839821000167103;metotrexato 50 mg/2 mL solución inyectable (Lab Chile);F-17858;14
839831000167101;carvitol 12,5 mg comprimido (Mintlab);F-17789;14
839841000167109;adesna comprimido (Mintlab);F-13450;13
839851000167107;acifin comprimido masticable (Mintlab);F-17842;15
839871000167104;crotamitón 10% crema (Andrómaco);F-11248;16
839891000167100;berocca plus comprimido efervescente (Bayer);F-7398;16
839911000167102;zintrepid 10 / 40 comprimido (MSD);F-20574;13
839921000167107;ketorolaco trometamol 10 mg comprimido (Pasteur);F-11628;16
839931000167109;minidol solución oral para gotas (Andrómaco);F-11268;16
839941000167101;agua oxigenada 20 volumenes solución tópica (Reccius);576C-5;15
839951000167103;miranova gragea (Bayer);F-17654;14
839961000167100;equoral 50 mg cápsula de gelatina blanda (Lab Chile);F-14877;15
839971000167106;amoxicilina 500 mg/5 mL polvo para suspensión oral (Lab Chile);F-3872;15
839981000167108;sigmasporin microral 100 mg cápsula blanda (Libra);F-15789;16
839991000167105;viscozyme 2,5 mg/2,5 mL solución para inhalación (Roche);B-1325;16
840001000167107;diclofenaco sódico 75 mg/3 mL solución inyectable (Lab Chile);F-3925;15
840011000167109;aplacid cápsula (ITF - Labomed);F-12309;17
840021000167104;sinlip 20 comprimido recubierto (Gador);F-18480;16
840031000167102;topictal 50 mg comprimido recubierto (Tecnofarma);F-13236;13
840051000167108;fungopirox crema (Royal Pharma);F-22443;16
840071000167100;neopresol 10 mg comprimido recubierto (Bagó);F-15836;16
840081000167103;actemra 80 mg/4 mL concentrado para solución para infusión (Roche);B-2100;14
840091000167101;paracetamol infantil 125 mg supositorio (Valma);F-11669;16
840111000167105;lampit comprimido (Bayer);F-2264;14
840121000167100;piplex 30 mg cápsula blanda (Mediderm);F-14946;15
840131000167103;diflucan 50 mg cápsula (Pfizer);F-10556;16
840141000167106;topivitae 100 mg comprimido recubierto (Galenicum);F-22379;16
840151000167109;diflucan 200 mg cápsula (Pfizer);F-10558;16
840161000167107;norvetal 20 CD comprimido recubierto (Gynopharm);F-17304;13
