CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;ESTADO;REVISADO;CONSULTAR;OBSERVACION;SINONIMO;SCT_ID;SCT_TERMINO;DCI_DID;DCI_TERMINO;GRUPOS_JERARQUICOS;RIESGO_TERATOGENICO
4931570;fenofibrato;;Insensible;Manual;Vigente;Si;;fenofibrato;;386879008;fenofibrato;3996;fenofibrato;;C
4907321;fenol;;Insensible;Manual;Vigente;Si;;fenol;;116613007;fenol;;;;
4918274;fenoterol;;Insensible;Manual;Vigente;;;fenoterol;;395976006;fenoterol;3073;fenoterol;;
4931304;fenoximetilpenicilina;;Insensible;Manual;Vigente;Si;;fenoximetilpenicilina;;372725003;fenoximetilpenicilina;518;fenoximetilpenicilina;;B
6399429;fenproporex;;Insensible;Manual;Vigente;Si;;fenproporex;;96242001;fenproporex;;;;
4918414;fentanilo;;Insensible;Manual;Vigente;Si;;fentanilo;;373492002;fentanilo;1608;fentanilo;;C
6399431;fentermina;;Insensible;Manual;Vigente;Si;;fentermina;;373343009;fentermina;1064;fentermina;;X
4918428;fexofenadina;;Insensible;Manual;Vigente;Si;;fexofenadina;;372522002;fexofenadina;7469;fexofenadina;;
7691860;fibrinógeno humano;;Insensible;Manual;Vigente;;;;;;;4639;fibrinógeno (125I);;C
4927697;filgrastim;;Insensible;Manual;Vigente;Si;;filgrastim;;386948008;filgrastim;6739;filgrastim;;C
4932658;finasteride;;Insensible;Manual;Vigente;Si;;finasterida;• 6399760 - finasteride;386963006;finasterida;6539;finasterida;;X
4927717;fingolimod;;Insensible;Manual;Vigente;Si;;fingolimod;;449000008;fingolimod;8341;fingolimod;;C
4931597;fitomenadiona;;Insensible;Manual;Vigente;Si;;;;;;177;fitomenadiona;;C
4927746;flavoxato;;Insensible;Manual;Vigente;Si;;flavoxato;;372768002;flavoxato;1929;flavoxato;;
6399451;flecainida;;Insensible;Manual;Vigente;Si;;flecainida;;372751001;flecainida;4096;flecainida;;C
4927821;flucloxacilina;;Insensible;Manual;Vigente;Si;;flucloxacilina;;387544009;flucloxacilina;2308;flucloxacilina;;B
4932534;fluconazol;;Insensible;Manual;Vigente;Si;;fluconazol;;387174006;fluconazol;5851;fluconazol;;D
4927835;fludarabina;;Insensible;Manual;Vigente;Si;;fludarabina;;386907005;fludarabina;5214;fludarabina;;D
4927842;fludrocortisona;;Insensible;Manual;Vigente;Si;;fludrocortisona;;116586002;fludrocortisona;460;fludrocortisona;;C
4931610;flufenazina;;Insensible;Manual;Vigente;Si;;flufenazina;;372730004;flufenazina;946;flufenazina;;C
4931647;flumazenil;;Insensible;Manual;Vigente;Si;;flumazenil;;387575000;flumazenil;5311;flumazenil;;C
4931678;flunarizina;;Insensible;Manual;Vigente;Si;;flunarizina;;418221001;flunarizina;2686;flunarizina;;
4932639;flunitrazepam;;Insensible;Manual;Vigente;Si;;flunitrazepam;;387573007;flunitrazepam;2951;flunitrazepam;;D
4927900;fluoresceína;;Insensible;Manual;Vigente;Si;;;;;;8369;fluoresceina lisicol;;C
7439572;fluorfosfato de sodio;;Insensible;Manual;Vigente;;;;;;;;;;
4927916;fluorometolona;;Insensible;Manual;Vigente;Si;;fluorometolona;;2925007;fluorometolona;803;fluorometolona;;C
4927938;fluorouracilo;;Insensible;Manual;Vigente;Si;;fluorouracilo;• 6395611 - 5 fluorouracilo;387172005;fluorouracilo;1421;fluorouracilo;;D
4928847;fluoruro sódico;;Insensible;Manual;Vigente;Si;;fluoruro de sodio;;6910009;fluoruro de sodio;;;;
4932103;fluoxetina;;Insensible;Manual;Vigente;Si;;fluoxetina;;372767007;fluoxetina;3883;fluoxetina;;C
6399460;flupentixol;;Insensible;Manual;Vigente;Si;;flupentixol;;387567006;flupentixol;1745;flupentixol;;
7573509;flupentixol decanoato;;Insensible;Manual;Vigente;;;;;;;;;;
4928871;flurbiprofeno;;Insensible;Manual;Vigente;Si;;flurbiprofeno;;373506008;flurbiprofeno;3220;flurbiprofeno;;C
4932646;flutamida;;Insensible;Manual;Vigente;Si;;flutamida;;387587007;flutamida;3483;flutamida;;D
5677273;fluticasona furoato;;Insensible;Manual;Vigente;Si;;furoato de fluticasona;;426409006;furoato de fluticasona;8521;furoato de fluticasona;;C
4932112;fluticasona propionato;;Insensible;Manual;Vigente;;;propionato de fluticasona;;396064000;propionato de fluticasona;5636;fluticasona;;C
4928911;fluvoxamina;;Insensible;Manual;Vigente;Si;;fluvoxamina;;372905008;fluvoxamina;3879;fluvoxamina;;
7479796;folinato de calcio;;Insensible;Manual;Vigente;;;;;;;;;;
4928937;fondaparinux sódico;;Insensible;Manual;Vigente;Si;;;;;;7653;fondaparinux de sodio;;
4928977;formoterol;;Insensible;Manual;Vigente;Si;;formoterol;;414289007;formoterol;4935;formoterol;;C
4929018;fosamprenavir;;Insensible;Manual;Vigente;Si;;fosamprenavir;;407017006;fosamprenavir;8011;fosamprenavir;;C
7677357;fosfato de aluminio;;Insensible;Manual;Vigente;;;;;;;;;;
6398048;fosfato de calcio;;Insensible;Manual;Vigente;Si;;fosfato de calcio;;44044007;fosfato de calcio;;;;
4929778;fosfato de sodio;;Insensible;Manual;Vigente;Si;;;;;;;;;
4929354;fosfato de sodio dibásico;;Insensible;Manual;Vigente;Si;;fosfato dibásico de sodio anhidro;;116123002;fosfato dibásico de sodio anhidro;;;;
4929779;fosfato de sodio monobásico;;Insensible;Manual;Vigente;Si;;fosfato monobásico de sodio;;116124008;fosfato monobásico de sodio;;;;
4930021;frovatriptán;;Insensible;Manual;Vigente;Si;;frovatriptan;;411990007;frovatriptan;7661;frovatriptán;;C
4930023;ftalilsulfatiazol;;Insensible;Manual;Vigente;Si;;ftalilsulfatiazol;;16359004;ftalilsulfatiazol;4175;ftalilsulfatiazol;;
4930135;fulvestrant;;Insensible;Manual;Vigente;Si;;fulvestrant;;385519002;fulvestrant;7712;fulvestrant;;
4930164;fumarato ferroso;;Insensible;Manual;Vigente;Si;;fumarato ferroso;;387289009;fumarato ferroso;;;;
4932249;furazolidona;;Insensible;Manual;Vigente;Si;;furazolidona;;91314000;furazolidona;273;furazolidona;;C
4932286;furosemida;;Insensible;Manual;Vigente;Si;;furosemida;;387475002;furosemida;1584;furosemida;;C
4932290;gabapentina;;Insensible;Manual;Vigente;Si;;gabapentina;;386845007;gabapentina;5094;gabapentina;;C
7594264;gadobutrol;;Insensible;Manual;Vigente;;;;;;;6882;gadobutrol;;C
4930204;gadodiamida;;Insensible;Manual;Vigente;Si;;gadodiamida;;396067007;gadodiamida;6636;gadodiamida;;C
7600206;gadopentetato de dimeglumina;;Insensible;Manual;Vigente;;;;;;;5396;ácido gadopentético;;C
4930226;galantamina;;Insensible;Manual;Vigente;Si;;galantamina;;395727007;galantamina;1392;galantamina;;C
4932313;ganciclovir;;Insensible;Manual;Vigente;Si;;ganciclovir;;372848001;ganciclovir;6023;ganciclovir;;C
4930323;ganirelix;;Insensible;Manual;Vigente;Si;;ganirelix;;395728002;ganirelix;6830;ganirelix;;X
4930358;gatifloxacino;;Insensible;Manual;Vigente;Si;;gatifloxacino;• 6395658 - gatifloxacina;116349004;gatifloxacino;7423;gatifloxacino;;C
4930374;gefitinib;;Insensible;Manual;Vigente;Si;;gefitinib;;407100002;gefitinib;8204;gefitinib;;D
6399501;gelatina succinilada;;Insensible;Manual;Vigente;;;gelatina;;373531009;gelatina;;;;
4930383;gemcitabina;;Insensible;Manual;Vigente;Si;;gemcitabina;;386920008;gemcitabina;6515;gemcitabina;;D
4932328;gemfibrozilo;;Insensible;Manual;Vigente;Si;;gemfibrozilo;• 6399774 - gemfibrozil;387189002;gemfibrozilo;3899;gemfibrozilo;;C
4932357;gentamicina;;Insensible;Manual;Vigente;Si;;gentamicina;;387321007;gentamicina;1617;gentamicina;;C
4930385;gestodeno;;Insensible;Manual;Vigente;Si;;gestodeno;;395945000;gestodeno;4244;gestodeno;;
4930400;ginkgo biloba extracto estandarizado;;Insensible;Manual;Vigente;Si;;Ginkgo biloba;;420733007;Ginkgo biloba;;;;
7403583;glatiramer;;Insensible;Manual;Vigente;;;glatiramer;;372535006;glatiramer;;;;B
4931343;glibenclamida;;Insensible;Manual;Vigente;Si;;glibenclamida;;384978002;glibenclamida;2386;glibenclamida;;C
4930434;glicerol;;Insensible;Manual;Vigente;Si;;glicerol;• 7056022 - glicerina;80582002;glicerol;444;glicerol;;
4930490;glicina;;Insensible;Manual;Vigente;Si;;glicina;;15331006;glicina;630;glicina;;
4932392;gliclazida;;Insensible;Manual;Vigente;Si;;gliclazida;;395731001;gliclazida;3056;gliclazida;;C
6399526;glicopirronio;;Insensible;Manual;Vigente;Si;;glicopirrolato;;387122008;glicopirrolato;1038;bromuro de glicopirronio;;C
4932427;glimepirida;;Insensible;Manual;Vigente;Si;;glimepirida;;386966003;glimepirida;5718;glimepirida;;C
4932454;glipizida;;Insensible;Manual;Vigente;Si;;glipizida;;387143009;glipizida;3090;glipizida;;C
4931348;glucagón;;Insensible;Manual;Vigente;Si;;glucagón;;66603002;glucagón;933;glucagón;;B
4933162;gluconato de calcio;;Insensible;Manual;Vigente;Si;;gluconato de calcio;;387292008;gluconato de calcio;;;;
4931220;gluconato de potasio;;Insensible;Manual;Vigente;Si;;gluconato de potasio;;89219006;gluconato de potasio;;;;A
4930767;glucosa;;Insensible;Manual;Vigente;Si;;glucosa;• 6426737 - dextrosa;67079006;glucosa;;;;
4930829;glucosamina;;Insensible;Manual;Vigente;Si;;glucosamina;;70237008;glucosamina;3120;glucosamina;;
6402287;glutamato de sodio;;Insensible;Manual;Vigente;Si;;;;;;;;;
6399534;golimumab;;Insensible;Manual;Vigente;Si;;golimumab;;442435002;golimumab;8497;golimumab;;B
7672200;gonadotrofina coriónica;;Insensible;Manual;Vigente;;;;;;;1972;gonadotrofina coriónica;;
4930901;goserelina;;Insensible;Manual;Vigente;Si;;goserelina;• 6399798 - goserelín;108771008;goserelina;5943;goserelina;;
4930911;gramicidina;;Insensible;Manual;Vigente;Si;;gramicidina;;387524003;gramicidina;2025;gramicidina;;
4930976;granisetrón;;Insensible;Manual;Vigente;Si;;granisetrón;;372489005;granisetrón;6230;granisetrón;;
4932480;griseofulvina;;Insensible;Manual;Vigente;Si;;griseofulvina;;372807004;griseofulvina;875;griseofulvina;;C
5163078;Haemophilus influenzae polisacárido tipo B conjugado proteína tétano;;Insensible;Manual;Vigente;Si;;;;;;;;;
4933375;haloperidol;;Insensible;Manual;Vigente;;;haloperidol;;386837002;haloperidol;918;haloperidol;;C
4933432;hedera helix extracto estandarizado;;Insensible;Manual;Vigente;Si;;;;;;;;;
4933444;hematoporfirina;;Insensible;Manual;Vigente;;;hematoporfirina;;51462002;hematoporfirina;;;;
6399550;heparina sódica;;Insensible;Manual;Vigente;Si;;heparina;;372877000;heparina;392;heparina de sodio;;C
4934447;hesperidina;;Insensible;Manual;Vigente;Si;;hespiridina;;412203006;hespiridina;;;;
4934509;hialuronato de sodio;;Insensible;Manual;Vigente;Si;;hialuronato de sodio;;387578003;hialuronato de sodio;;;;
7613799;hialuronidasa;;Insensible;Manual;Vigente;;;;;;;;;;
6399569;hidralazina;;Insensible;Manual;Vigente;;;hidralazina;;387125005;hidralazina;;;;C
5153300;hidrato de cloral;;Insensible;Manual;Vigente;Si;;hidrato de cloral;;273948005;hidrato de cloral;;;;
5531867;hidroclorotiazida;;Insensible;Manual;Vigente;;;hidroclorotiazida;;387525002;hidroclorotiazida;841;hidroclorotiazida;;B
7246470;hidrocortisona;;Insensible;Manual;Vigente;Si;;hidrocortisona;;396458002;hidrocortisona;38;hidrocortisona;;
5499555;hidrocortisona aceponato;;Insensible;Manual;Vigente;;;hidrocortisona;;396458002;hidrocortisona;38;hidrocortisona;;C
7230568;hidrocortisona acetato;;Insensible;Manual;Vigente;Si;;;;;;;;;
7246457;hidrocortisona succinato sódico;;Insensible;Manual;Vigente;Si;;;;;;;;;
5679156;hidroquinona;;Insensible;Manual;Vigente;Si;;hidroquinona;;387422001;hidroquinona;;;;
5153389;hidroxicloroquina;;Insensible;Manual;Vigente;Si;;hidroxicloroquina;;373540008;hidroxicloroquina;796;hidroxicloroquina;;
5679151;hidróxido de aluminio;;Insensible;Manual;Vigente;;;hidróxido de aluminio;;273944007;hidróxido de aluminio;;;;A
5679155;hidróxido de magnesio;;Insensible;Manual;Vigente;Si;;hidróxido de magnesio;;387337001;hidróxido de magnesio;;;;
5161850;hidroxietilalmidón;;Insensible;Manual;Vigente;;;almidón hidroxietílico;• 6399802 - hidroxietil almidón;418938005;almidón hidroxietílico;;;;
5162447;hidroxiurea;;Insensible;Manual;Vigente;Si;;hidroxiurea;;387314007;hidroxiurea;;;;
5153381;hidroxizina;;Insensible;Manual;Vigente;Si;;hidroxicina;• 6426721 - hidroxizina;372856003;hidroxicina;599;hidroxizina;;
6399580;hidroxocobalamina;;Insensible;Manual;Vigente;Si;;;;;;;;;
5153394;hipromelosa;;Insensible;Manual;Vigente;Si;;hipromelosa;• 6669340 - hidroxipropilmetilcelulosa;412410003;hipromelosa;2412;hipromelosa;;
5162815;ibritumomab tiuxetán;;Insensible;Manual;Vigente;Si;;ibritumomab tiuxetano;;385548008;ibritumomab tiuxetano;7873;ibritumomab tiuxetán;;D
5354319;ibuprofeno;;Insensible;Manual;Vigente;Si;;ibuprofeno;;387207008;ibuprofeno;2118;ibuprofeno;;C
6176009;ibuprofeno lisinato;;Insensible;Manual;Vigente;Si;;;;;;;;;
7253904;idarubicina;;Insensible;Manual;Vigente;;;;;;;;;;D
6399614;ifosfamida;;Insensible;Manual;Vigente;Si;;ifosfamida;;386904003;ifosfamida;;;;D
5161985;iloprost;;Insensible;Manual;Vigente;Si;;iloprost;;395740002;iloprost;4972;iloprost;;C
5162906;imatinib;;Insensible;Manual;Vigente;Si;;imatinib;;414460008;imatinib;8031;imatinib;;D
6399621;imiglucerasa;;Insensible;Manual;Vigente;Si;;imiglucerasa;;386968002;imiglucerasa;;;;
5162922;imipenem;;Insensible;Manual;Vigente;Si;;imipenem;;46558003;imipenem;5181;imipenem;;
6399636;imipramina;;Insensible;Manual;Vigente;Si;;imipramina;;372718005;imipramina;;;;D
5162938;imiquimod;;Insensible;Manual;Vigente;Si;;imiquimod;;386941002;imiquimod;6911;imiquimod;;C
5162966;indacaterol;;Insensible;Manual;Vigente;Si;;;;;;8457;indacaterol;;C
5162977;indapamida;;Insensible;Manual;Vigente;Si;;indapamida;;387419003;indapamida;3333;indapamida;;B
6399667;indometacina;;Insensible;Manual;Vigente;Si;;indometacina;;373513008;indometacina;;;;
5163023;infliximab;;Insensible;Manual;Vigente;Si;;infliximab;;386891004;infliximab;7602;infliximab;;B
6592391;inmunoglobulina G humana;;Insensible;Manual;Vigente;Si;;inmunoglobulina IgG;;29246005;inmunoglobulina IgG;;;;
5163098;inmunoglobulina humana anti citomegalovirus;;Insensible;Manual;Vigente;Si;;;;;;;;;
7618048;inmunoglobulina humana anti hepatitis B;;Insensible;Manual;Vigente;;;;;;;;;;
5163129;inmunoglobulina humana anti Rho (D);;Sensible;Manual;Vigente;Si;;anticuerpo anti - inmunoglobulina D;• 6396054 - inmunoglobulina anti D;;anticuerpo anti - inmunoglobulina D;;;;
5163142;inmunoglobulina humana anti tetánica;;Insensible;Manual;Vigente;Si;;inmunoglobulina antitetánica;;425682001;inmunoglobulina antitetánica;;;;
5163152;inmunoglobulina humana anti varicela - zoster;;Insensible;Manual;Vigente;Si;;;;;;;;;
5163147;inmunoglobulina lagomorfa anti timocitos humanos;;Insensible;Manual;Vigente;Si;;;;;;;;;
6399720;insulina asparta;;Insensible;Manual;Vigente;Si;;insulina asparta;;325072002;insulina asparta;7541;insulina asparta;;B
7367513;insulina asparta protamina;;Insensible;Manual;Vigente;;;insulina asparta protamina;;427292001;insulina asparta protamina;;;;B
7355664;insulina degludec;;Insensible;Manual;Vigente;Si;;;;;;9170;insulina degludec;;C
6399721;insulina detemir;;Insensible;Manual;Vigente;Si;;insulina detemir;;414515005;insulina detemir;7735;insulina detemir;;B
6399725;insulina glargina;;Insensible;Manual;Vigente;Si;;insulina glargina;;411529005;insulina glargina;7548;insulina glargina;;C
6399729;insulina glulisina;;Insensible;Manual;Vigente;Si;;insulina glulisina;;411530000;insulina glulisina;8044;insulina glulisina;;C
7137361;insulina humana NPH;;Insensible;Manual;Vigente;Si;;insulina isofánica humana;;421367005;insulina isofánica humana;;;;B
7014976;insulina humana soluble;;Insensible;Manual;Vigente;Si;;insulina humana soluble;;420609005;insulina humana soluble;5186;insulina humana;;B
7332082;insulina lispro;;Insensible;Manual;Vigente;Si;;insulina lispro;;412210000;insulina lispro;7278;insulina lispro;;B
5163158;insulina lispro protamina;;Insensible;Manual;Vigente;Si;;insulina lispro protamina;;426313003;insulina lispro protamina;;;;B
7388959;interferón alfa 2a;;Insensible;Manual;Vigente;;;interferón alfa - 2a;;386914007;interferón alfa - 2a;;;;
6399742;interferón alfa 2b;;Insensible;Manual;Vigente;Si;;interferón alfa - 2b;;386915008;interferón alfa - 2b;;;;C
7388935;interferón beta 1a;;Insensible;Manual;Vigente;;;interferón beta - 1a;;386902004;interferón beta - 1a;;;;C
7388937;interferón beta 1b;;Insensible;Manual;Vigente;;;interferón beta - 1b;;386903009;interferón beta - 1b;;;;C
5164435;iodixanol;;Insensible;Manual;Vigente;Si;;iodixanol;;395750001;iodixanol;5692;iodixanol;;B
5164475;iohexol;;Insensible;Manual;Vigente;Si;No;Iohexol;• 6426712 - yohexol;395751002;Iohexol;4848;iohexol;;B
7376157;iopromida;;Insensible;Manual;Vigente;Si;;iopromida;;395756007;iopromida;4919;iopromida;;B
5164479;ioxaglato sódico;;Insensible;Manual;Vigente;Si;;;;412230001;;;;;
7612175;ioxitalamato sódico;;Insensible;Manual;Vigente;;;;;;;;;;
5164490;ipilimumab;;Insensible;Manual;Vigente;Si;;;;;;8568;ipilimumab;;C
5164552;irbesartán;;Insensible;Manual;Vigente;Si;;irbesartán;;386877005;irbesartán;7229;irbesartán;;D
5164560;irinotecán;;Insensible;Manual;Vigente;Si;;irinotecán;• 6399815 - irinotecán;372538008;irinotecán;6694;irinotecán;;D
5164566;isoflurano;;Insensible;Manual;Vigente;Si;;isoflurano;;387368002;isoflurano;3286;isoflurano;;C
5667985;isoniazida;;Insensible;Manual;Vigente;Si;;isoniazida;;387472004;isoniazida;4188;isoniazida;;C
5164581;isoproterenol;;Insensible;Manual;Vigente;Si;;isoproterenol;• 7057990 - isoprenalina;372781009;isoproterenol;4201;isoprenalina;;
4829096;isosorbida dinitrato;;Insensible;Manual;Vigente;Si;;dinitrato de isosorbida;• 6399821 - isosorbide dinitrato;387332007;dinitrato de isosorbida;996;dinitrato de isosorbida;;C
5153764;isosorbida mononitrato;;Insensible;Manual;Vigente;Si;;mononitrato de isosorbida;;386854005;mononitrato de isosorbida;5177;mononitrato de isosorbida;;C
5667986;isotretinoína;;Insensible;Manual;Vigente;Si;;isotretinoína;;387208003;isotretinoína;4617;isotretinoína;;X
5667992;itraconazol;;Insensible;Manual;Vigente;Si;;itraconazol;;387532006;itraconazol;5387;itraconazol;;C
5164624;ivabradina;;Insensible;Manual;Vigente;Si;;ivabradina;;421228002;ivabradina;7523;ivabradina;;
6399789;ivermectina;;Insensible;Manual;Vigente;Si;;ivermectina;;387559003;ivermectina;;;;
5164673;ixabepilona;;Insensible;Manual;Vigente;Si;;ixabepilona;• 6391864 - IXABEPILONE;428282007;ixabepilona;8390;ixabepilona;;D
5164700;ketamina;;Insensible;Manual;Vigente;Si;;ketamina;;373464007;ketamina;2156;ketamina;;
5667994;ketazolam;;Insensible;Manual;Vigente;Si;;ketazolam;;419657007;ketazolam;3107;ketazolam;;
5667996;ketoconazol;;Insensible;Manual;Vigente;Si;;ketoconazol;;387216007;ketoconazol;4594;ketoconazol;;C
5668003;ketoprofeno;;Insensible;Manual;Vigente;Si;;ketoprofeno;;386832008;ketoprofeno;3284;ketoprofeno;;D
5164720;ketorolaco;;Insensible;Manual;Vigente;Si;;ketorolaco;;372501008;ketorolaco;5558;ketorolaco;;C
5164773;ketotifeno;;Insensible;Manual;Vigente;Si;;ketotifeno;;372642003;ketotifeno;3993;ketotifeno;;C
4855982;L - alanina;;Insensible;Manual;Vigente;;;;;;;6161;alanina;;
5150858;L - asparaginasa;;Insensible;Manual;Vigente;Si;;L-asparaginasa;;371014004;L-asparaginasa;;;;C
4930872;L - glutamina;;Insensible;Manual;Vigente;Si;;;;;;1413;glutamina;;
5199520;labetalol;;Insensible;Manual;Vigente;Si;;labetalol;;372750000;labetalol;3941;labetalol;;
5199573;lacosamida;;Insensible;Manual;Vigente;Si;;lacosamida;;441647003;lacosamida;8094;lacosamida;;C
5199575;lactasa;;Insensible;Manual;Vigente;;;lactasa;;28530008;lactasa;;;;
5926352;lactato;;Insensible;Manual;Vigente;Si;;lactato (sustancia);;83036002;lactato (sustancia);;;;
5354533;lactato de magnesio;;Insensible;Manual;Vigente;Si;;lactato de magnesio;;116129003;lactato de magnesio;;;;
5918400;lactato de sodio;;Insensible;Manual;Vigente;Si;;lactato de sodio;;387306001;lactato de sodio;;;;
7146685;lactato de zinc;;Insensible;Manual;Vigente;Si;;;;;;;;;
5165760;lactulosa;;Insensible;Manual;Vigente;Si;;lactulosa;;273945008;lactulosa;2137;lactulosa;;B
4757770;lamivudina;;Insensible;Manual;Vigente;Si;;lamivudina;;386897000;lamivudina;6908;lamivudina;;C
5166081;lamotrigina;;Insensible;Manual;Vigente;Si;;lamotrigina;;387562000;lamotrigina;5638;lamotrigina;;C
5199920;lanatósido C;;Sensible;Manual;Vigente;Si;;lanatósido C;;387338006;lanatósido C;393;lanatósido C;;
5199946;lanolina;;Insensible;Manual;Vigente;Si;;lanolina;;42416001;lanolina;;;;
5199954;lanreotida acetato;;Insensible;Manual;Vigente;Si;;acetato de lanreotida;;429611006;acetato de lanreotida;6649;lanreotida;;C
5166144;lansoprazol;;Insensible;Manual;Vigente;Si;;lansoprazol;;386888004;lansoprazol;6397;lansoprazol;;B
5199987;lapatinib;;Insensible;Manual;Vigente;Si;;lapatinib;;425820005;lapatinib;8378;lapatinib;;D
6399844;laronidasa;;Insensible;Manual;Vigente;Si;;laronidasa;;409264006;laronidasa;;;;
5203233;latanoprost;;Insensible;Manual;Vigente;Si;;latanoprost;;386926002;latanoprost;6980;latanoprost;;C
7525817;lecitina de soya;;Insensible;Manual;Vigente;;;;;;;;;;
5162015;leflunomida;;Insensible;Manual;Vigente;Si;;leflunomida;;386981009;leflunomida;5079;leflunomida;;X
5205097;lenalidomida;;Insensible;Manual;Vigente;Si;;lenalidomida;;421471009;lenalidomida;8505;lenalidomida;;X
5205113;letrozol;;Insensible;Manual;Vigente;Si;;letrozol;;386911004;letrozol;7118;letrozol;;X
6401695;leucovorina;;Insensible;Manual;Vigente;Si;;leucovorina cálcica;"• 6415132 - ácido folínico cálcico
• 6415156 - folinato de calcio";126223008;leucovorina cálcica;690;folinato cálcico;;C
5205115;leuprorelina;;Insensible;Manual;Vigente;Si;;;;397198002;;5025;leuprorelina;;X
5205326;levetiracetam;;Insensible;Manual;Vigente;Si;;levetiracetam;;387000003;levetiracetam;6450;levetiracetam;;C
6401705;levobunolol;;Insensible;Manual;Vigente;Si;;levobunolol;;418934007;levobunolol;4706;levobunolol;;C
5205360;levobupivacaína;;Insensible;Manual;Vigente;Si;;levobupivacaína;;387011006;levobupivacaína;7465;levobupivacaina;;
5205391;levocetirizina;;Insensible;Manual;Vigente;Si;;levocetirizina;;421889003;levocetirizina;7700;levocetirizina;;B
5167815;levodopa;;Insensible;Manual;Vigente;Si;;levodopa;;387086006;levodopa;2651;levodopa;;C
5205751;levodropropizina;;Insensible;Manual;Vigente;Si;;;;697999004;levodropropizina;6200;levodropropizina;;
5168002;levofloxacino;;Insensible;Manual;Vigente;Si;;levofloxacino;• 6392018 - LEVOFLOXACINA;387552007;levofloxacino;6708;levofloxacino;;C
6398059;levomefolato cálcico;;Insensible;Manual;Vigente;Si;;;;;;;;;
5668005;levomepromazina;;Insensible;Manual;Vigente;Si;;levomepromazina;;387509007;levomepromazina;705;levomepromazina;;
5164813;levonorgestrel;;Insensible;Manual;Vigente;Si;;levonorgestrel;;126109000;levonorgestrel;3475;levonorgestrel;;X
5206060;levosimendán;;Insensible;Manual;Vigente;Si;;levosimendán;• 6399827 - levosimendan;442795003;levosimendán;7020;levosimendán;;
5206068;levosulpirida;;Insensible;Manual;Vigente;Si;;;;702795007;;6593;levosulpirida;;
5238720;levotiroxina;;Insensible;Manual;Vigente;Si;;levotiroxina sódica;;126202002;levotiroxina sódica;453;levotiroxina de sodio;;A
6401715;lidocaína;;Insensible;Manual;Vigente;Si;;lidocaína;;387480006;lidocaína;;;;B
5238747;limeciclina;;Insensible;Manual;Vigente;Si;;limeciclina;;387548007;limeciclina;1679;limeciclina;;
6401717;linagliptina;;Insensible;Manual;Vigente;Si;;;;702798009;;;;;
5168056;lincomicina;;Insensible;Manual;Vigente;Si;;lincomicina;;372677003;lincomicina;1419;lincomicina;;C
5238830;linestrenol;;Insensible;Manual;Vigente;Si;;linestrenol;;419504002;linestrenol;1222;linestrenol;;
5240236;linezolid;;Insensible;Manual;Vigente;;;linezolid;;387056004;linezolid;7584;linezolid;;C
5168105;liotironina;;Insensible;Manual;Vigente;Si;;liotironina;"• 6426702 - triyodotironina
• 6646725 - triiodotironina";61275002;liotironina;653;liotironina;;A
7270953;lipegfilgrastim;;Insensible;Manual;Vigente;Si;;;;;;;;;
6401728;liraglutida;;Insensible;Manual;Vigente;Si;;liraglutida;;444828003;liraglutida;;;;
6401730;lisdexanfetamina;;Insensible;Manual;Vigente;Si;;lisdexanfetamina;;425597005;lisdexanfetamina;8690;lisdexanfetamina;;C
5168126;lisinopril;;Insensible;Manual;Vigente;Si;;lisinopril;;386873009;lisinopril;5425;lisinopril;;D
7579158;lixisenatida;;Insensible;Manual;Vigente;;;;;;;8970;lixisenatida;;
5677332;lomifilina;;Insensible;Manual;Vigente;Si;;;;;;4220;lomifilina;;
6401741;loperamida;;Insensible;Manual;Vigente;No;;loperamida;;387040009;loperamida;;;;C
5668020;lopinavir;;Insensible;Manual;Vigente;Si;;lopinavir;;387067003;lopinavir;7798;lopinavir;;
5168356;loratadina;;Insensible;Manual;Vigente;Si;;loratadina;;386884002;loratadina;5864;loratadina;;
5169454;lorazepam;;Insensible;Manual;Vigente;Si;;lorazepam;;387106007;lorazepam;2809;lorazepam;;D
7637065;lorcaserina;;Insensible;Manual;Vigente;;;;;;;;;;
5198303;losartán;;Insensible;Manual;Vigente;;;losartán;;373567002;losartán;6913;losartán;;D
5668021;loteprednol;;Insensible;Manual;Vigente;Si;;loteprednol;;419711001;loteprednol;6654;loteprednol;;
5198367;lovastatina;;Insensible;Manual;Vigente;Si;;lovastatina;• 6399830 - lovastatín;96303004;lovastatina;6074;lovastatina;;X
6401763;lutropina alfa;;Insensible;Manual;Vigente;Si;;;;103029004;;;;;
5354383;magaldrato;;Insensible;Manual;Vigente;Si;;magaldrato;;387240004;magaldrato;4416;magaldrato;;
5206067;magnesio;;Insensible;Manual;Vigente;Si;;magnesio;;72717003;magnesio;;;;
6716560;malato de calcio;;Insensible;Manual;Vigente;Si;;;;;;;;;
7051450;manitol;;Insensible;Manual;Vigente;Si;;;;;;;;;
5354604;maraviroc;;Insensible;Manual;Vigente;Si;;maraviroc;;429603001;maraviroc;8450;maraviroc;;B
5198596;mebendazol;;Insensible;Manual;Vigente;Si;;mebendazol;;387311004;mebendazol;2942;mebendazol;;C
5354676;mebeverina;;Insensible;Manual;Vigente;Si;;mebeverina;;419830007;mebeverina;1191;mebeverina;;
