CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT ID;SCT TERMINO;DCI DID;DCI TERMINO;SINONIMO;GRUPOS_JERARQUICOS;SUSTANCIAS
5673829;espironolactona;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4841241 ¦ espironolactona ¦ 1 ¦ Vigente
5673868;estradiol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4850784 ¦ estradiol ¦ 1 ¦ Vigente
5673873;estradiol + medroxiprogesterona;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5198966 ¦ medroxiprogesterona ¦ 2 ¦ Vigente
• 4850784 ¦ estradiol ¦ 1 ¦ Vigente"
6455916;estradiol + nomegestrol;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5153879 ¦ nomegestrol ¦ 2 ¦ Vigente
• 4850784 ¦ estradiol ¦ 1 ¦ Vigente"
5673882;estradiol + noretisterona;;Vigente;Insensible;Autogenerado;Si;;424349004;estradiol + noretindrona;;;;;"• 5112823 ¦ noretisterona ¦ 2 ¦ Vigente
• 4850784 ¦ estradiol ¦ 1 ¦ Vigente"
5673886;estradiol + trimegestona;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5202726 ¦ trimegestona ¦ 2 ¦ Vigente
• 4850784 ¦ estradiol ¦ 1 ¦ Vigente"
7114684;estradiol valerato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5205716 ¦ estradiol valerato ¦ 1 ¦ Vigente
7719622;estradiol y estadiol + levonorgestrel;;Vigente;Insensible;Manual;;;;;;;;;"• 5164813 ¦ levonorgestrel ¦ 2 ¦ Vigente
• 4850784 ¦ estradiol ¦ 1 ¦ Vigente"
5673891;estramustina;;Vigente;Insensible;Autogenerado;Si;;108768000;estramustina;;;;;• 4827022 ¦ estramustina ¦ 1 ¦ Vigente
5673897;estreptomicina;;Vigente;Insensible;Autogenerado;Si;;40877002;estreptomicina;;;;• 7436222 - Antibiótico;• 4849205 ¦ estreptomicina ¦ 1 ¦ Vigente
5673898;estreptoquinasa;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4841337 ¦ estreptoquinasa ¦ 1 ¦ Vigente
6894681;estriol;;Vigente;Insensible;Autogenerado;Si;;354050008;estriol;;;;;• 6398552 ¦ estriol ¦ 1 ¦ Vigente
5673907;estrógenos conjugados;;Vigente;Insensible;Autogenerado;Si;;16832004;estrógenos conjugados;;;;;• 4851335 ¦ estrógenos conjugados ¦ 1 ¦ Vigente
5673903;estrógenos conjugados + medroxiprogesterona;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5198966 ¦ medroxiprogesterona ¦ 2 ¦ Vigente
• 4851335 ¦ estrógenos conjugados ¦ 1 ¦ Vigente"
5673908;eszopiclona;;Vigente;Insensible;Autogenerado;Si;;409421001;eszopiclona;;;;;• 4827042 ¦ eszopiclona ¦ 1 ¦ Vigente
5673909;etambutol;;Vigente;Insensible;Autogenerado;Si;;24450004;etambutol;;;;;• 4828589 ¦ etambutol ¦ 1 ¦ Vigente
5673913;etamsilato;;Vigente;Insensible;Autogenerado;Si;;319848004;etamsilato;;;;;• 4827083 ¦ etamsilato ¦ 1 ¦ Vigente
5673914;etanercept;;Vigente;Insensible;Autogenerado;Si;;118259007;etanercept;;;;;• 4827172 ¦ etanercept ¦ 1 ¦ Vigente
5494819;etanol;;Vigente;Insensible;Autogenerado;Si;;398624005;etanol;;;;;• 4856239 ¦ etanol ¦ 1 ¦ Vigente
5673915;etifoxina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4827199 ¦ etifoxina ¦ 1 ¦ Vigente
7090846;etinilestradiol;;Vigente;Insensible;Manual;Si;;;;;;;;• 4851391 ¦ etinilestradiol ¦ 1 ¦ Vigente
6476491;etinilestradiol + etonogestrel;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4827308 ¦ etonogestrel ¦ 2 ¦ Vigente
• 4851391 ¦ etinilestradiol ¦ 1 ¦ Vigente"
5673919;etinilestradiol + gestodeno;;Vigente;Insensible;Autogenerado;Si;;418031001;etinilestradiol + gestodeno;;;;• 7552959 - Observatorio de precios;"• 4930385 ¦ gestodeno ¦ 2 ¦ Vigente
• 4851391 ¦ etinilestradiol ¦ 1 ¦ Vigente"
5673920;etinilestradiol + levonorgestrel;;Vigente;Insensible;Autogenerado;Si;;;;;;;• 7552959 - Observatorio de precios;"• 5164813 ¦ levonorgestrel ¦ 2 ¦ Vigente
• 4851391 ¦ etinilestradiol ¦ 1 ¦ Vigente"
6510409;etinilestradiol + norelgestromina;;Vigente;Insensible;Autogenerado;;;408088005;etinil estradiol+norelgestromina;;;;;"• 6401871 ¦ norelgestromina ¦ 2 ¦ Vigente
• 4851391 ¦ etinilestradiol ¦ 1 ¦ Vigente"
7502923;etinilestradiol y etinilestradiol + levonorgestrel;;Vigente;Insensible;Manual;;;;;;;;• 7552959 - Observatorio de precios;"• 4851391 ¦ etinilestradiol ¦ 1 ¦ Vigente
• 5164813 ¦ levonorgestrel ¦ 3 ¦ Vigente
• 4851391 ¦ etinilestradiol ¦ 2 ¦ Vigente"
5673925;etofenamato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4827265 ¦ etofenamato ¦ 1 ¦ Vigente
5673926;etomidato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4827292 ¦ etomidato ¦ 1 ¦ Vigente
5673927;etonogestrel;;Vigente;Insensible;Autogenerado;Si;;326451000;etonogestrel;;;;;• 4827308 ¦ etonogestrel ¦ 1 ¦ Vigente
5673934;etopósido;;Vigente;Insensible;Autogenerado;Si;;56928005;etopósido;;;;;• 4849251 ¦ etopósido ¦ 1 ¦ Vigente
5673935;etoricoxib;;Vigente;Insensible;Autogenerado;Si;;395292007;etoricoxib;;;;;• 4827341 ¦ etoricoxib ¦ 1 ¦ Vigente
5673939;etravirina;;Vigente;Insensible;Autogenerado;Si;;432221004;etravirina;;;;;• 4827490 ¦ etravirina ¦ 1 ¦ Vigente
7738034;eugenol;;Vigente;Insensible;Autogenerado;;;;;;;;;• 6399381 ¦ eugenol ¦ 1 ¦ Vigente
5673941;everolimus;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4827501 ¦ everolimus ¦ 1 ¦ Vigente
5673942;exemestano;;Vigente;Insensible;Autogenerado;Si;;116115004;exemestano;;;;;• 4827510 ¦ exemestano ¦ 1 ¦ Vigente
5674074;exenatida;;Vigente;Insensible;Autogenerado;Si;;417734003;exenatida;;;;;• 4841707 ¦ exenatida ¦ 1 ¦ Vigente
5674295;ezetimiba;;Vigente;Insensible;Autogenerado;Si;;408041006;ezetimibe;;;;;• 4827676 ¦ ezetimiba ¦ 1 ¦ Vigente
5674302;ezetimiba + simvastatina;;Vigente;Insensible;Autogenerado;Si;;414175005;ezetimibe + simvastatina;;;;;"• 5200961 ¦ simvastatina ¦ 2 ¦ Vigente
• 4827676 ¦ ezetimiba ¦ 1 ¦ Vigente"
5917796;factor II de la coagulación humana + factor VII de la coagulación humana + factor IX de la coagulación humana + factor X de la coagulación humana + proteína C + proteína S;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5917737 ¦ factor II de la coagulación humana ¦ 1 ¦ Vigente
• 4854378 ¦ factor VII de la coagulación humana ¦ 2 ¦ Vigente
• 5917788 ¦ factor X de la coagulación humana ¦ 4 ¦ Vigente
• 5917777 ¦ proteína S ¦ 6 ¦ Vigente
• 5917776 ¦ proteína C ¦ 5 ¦ Vigente
• 4853538 ¦ factor IX de la coagulación humana ¦ 3 ¦ Vigente"
7676038;factor IX de la coagulación humana;;Vigente;Insensible;Autogenerado;;;;;;;;;• 4853538 ¦ factor IX de la coagulación humana ¦ 1 ¦ Vigente
7691518;factor VIII de la coagulación humana;;Vigente;Insensible;Autogenerado;;;;;;;;;• 4854443 ¦ factor VIII de la coagulación humana ¦ 1 ¦ Vigente
5674324;famotidina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4828624 ¦ famotidina ¦ 1 ¦ Vigente
5674325;febuxostat;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4827786 ¦ febuxostat ¦ 1 ¦ Vigente
5674326;felodipino;;Vigente;Insensible;Autogenerado;Si;;108535009;felodipino;;;;;• 4827804 ¦ felodipino ¦ 1 ¦ Vigente
7298663;fenazona + lidocaína;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 6401715 ¦ lidocaína ¦ 2 ¦ Vigente
• 7298643 ¦ fenazona ¦ 1 ¦ Vigente"
5674330;fenazopiridina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4827884 ¦ fenazopiridina ¦ 1 ¦ Vigente
6418578;fenilbutazona;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4849269 ¦ fenilbutazona ¦ 1 ¦ Vigente
5674341;fenilefrina;;Vigente;Insensible;Autogenerado;Si;;54765002;fenilefrina;;;;;• 4931375 ¦ fenilefrina ¦ 1 ¦ Vigente
5674356;feniramina + nafazolina;;Vigente;Insensible;Autogenerado;Si;;417320000;feniramina + nafazolina;;;;;"• 5153785 ¦ nafazolina ¦ 2 ¦ Vigente
• 4931400 ¦ feniramina ¦ 1 ¦ Vigente"
5677226;fenitoína;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4932592 ¦ fenitoína ¦ 1 ¦ Vigente
5674358;fenobarbital;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4932638 ¦ fenobarbital ¦ 1 ¦ Vigente
6669603;fenobarbital + octatropina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4932638 ¦ fenobarbital ¦ 1 ¦ Vigente
• 6401907 ¦ octatropina ¦ 2 ¦ Vigente"
6669227;fenobarbital + pipenzolato de bromuro;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5154027 ¦ pipenzolato de bromuro ¦ 2 ¦ Vigente
• 4932638 ¦ fenobarbital ¦ 1 ¦ Vigente"
5674364;fenofibrato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4931570 ¦ fenofibrato ¦ 1 ¦ Vigente
7727280;fenofibrato + pravastatina;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5167631 ¦ pravastatina ¦ 2 ¦ Vigente
• 4931570 ¦ fenofibrato ¦ 1 ¦ Vigente"
5674367;fenoterol;;Vigente;Insensible;Autogenerado;Si;;349924004;fenoterol;;;;;• 4918274 ¦ fenoterol ¦ 1 ¦ Vigente
7388578;fenoximetilpenicilina;;Vigente;Insensible;Autogenerado;Si;;39359008;fenoximetilpenicilina;;;;• 7436222 - Antibiótico;• 4931304 ¦ fenoximetilpenicilina ¦ 1 ¦ Vigente
6418601;fenproporex;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 6399429 ¦ fenproporex ¦ 1 ¦ Vigente
5674370;fentanilo;;Vigente;Insensible;Autogenerado;Si;;40648001;fentanilo;;;;;• 4918414 ¦ fentanilo ¦ 1 ¦ Vigente
6607031;fentermina;;Vigente;Insensible;Autogenerado;Si;;53480001;fentermina;;;;;• 6399431 ¦ fentermina ¦ 1 ¦ Vigente
5674372;fexofenadina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4918428 ¦ fexofenadina ¦ 1 ¦ Vigente
7719579;fexofenadina + pseudoefedrina clorhidrato;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 4918428 ¦ fexofenadina ¦ 1 ¦ Vigente
• 5975242 ¦ pseudoefedrina clorhidrato ¦ 2 ¦ Vigente"
5674388;fexofenadina + pseudoefedrina sulfato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5167561 ¦ pseudoefedrina sulfato ¦ 2 ¦ Vigente
• 4918428 ¦ fexofenadina ¦ 1 ¦ Vigente"
5674396;filgrastim;;Vigente;Insensible;Autogenerado;Si;;108965009;filgrastim;;;;;• 4927697 ¦ filgrastim ¦ 1 ¦ Vigente
5674399;finasteride;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4932658 ¦ finasteride ¦ 1 ¦ Vigente
5674408;fingolimod;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4927717 ¦ fingolimod ¦ 1 ¦ Vigente
5674410;fitomenadiona;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4931597 ¦ fitomenadiona ¦ 1 ¦ Vigente
5674424;flavoxato;;Vigente;Insensible;Autogenerado;Si;;53641000;flavoxato;;;;;• 4927746 ¦ flavoxato ¦ 1 ¦ Vigente
6418657;flecainida;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 6399451 ¦ flecainida ¦ 1 ¦ Vigente
5674433;flucloxacilina;;Vigente;Insensible;Autogenerado;Si;;96067005;flucloxacilina;;;;• 7436222 - Antibiótico;• 4927821 ¦ flucloxacilina ¦ 1 ¦ Vigente
5674446;fluconazol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4932534 ¦ fluconazol ¦ 1 ¦ Vigente
5674448;fludarabina;;Vigente;Insensible;Autogenerado;Si;;108763009;fludarabina;;;;;• 4927835 ¦ fludarabina ¦ 1 ¦ Vigente
5674450;fludrocortisona;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4927842 ¦ fludrocortisona ¦ 1 ¦ Vigente
5674453;flufenazina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4931610 ¦ flufenazina ¦ 1 ¦ Vigente
5674455;flumazenil;;Vigente;Insensible;Autogenerado;Si;;96247007;flumazenil;;;;;• 4931647 ¦ flumazenil ¦ 1 ¦ Vigente
5674458;flunarizina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4931678 ¦ flunarizina ¦ 1 ¦ Vigente
5674462;flunitrazepam;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4932639 ¦ flunitrazepam ¦ 1 ¦ Vigente
5677266;fluoresceína;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4927900 ¦ fluoresceína ¦ 1 ¦ Vigente
7470013;fluorfosfato de sodio + fluoruro sódico;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 4928847 ¦ fluoruro sódico ¦ 2 ¦ Vigente
• 7439572 ¦ fluorfosfato de sodio ¦ 1 ¦ Vigente"
7470134;fluorfosfato de sodio + nitrato potásico;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 7439572 ¦ fluorfosfato de sodio ¦ 1 ¦ Vigente
• 6402040 ¦ nitrato potásico ¦ 2 ¦ Vigente"
5674469;fluorometolona;;Vigente;Insensible;Autogenerado;Si;;108851006;fluorometolona;;;;;• 4927916 ¦ fluorometolona ¦ 1 ¦ Vigente
5674470;fluorouracilo;;Vigente;Insensible;Autogenerado;Si;;3127006;fluorouracilo;;;;;• 4927938 ¦ fluorouracilo ¦ 1 ¦ Vigente
5674471;fluoruro sódico;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4928847 ¦ fluoruro sódico ¦ 1 ¦ Vigente
7144795;fluoruro sódico + nitrato potásico;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 6402040 ¦ nitrato potásico ¦ 2 ¦ Vigente
• 4928847 ¦ fluoruro sódico ¦ 1 ¦ Vigente"
5674472;fluoxetina;;Vigente;Insensible;Autogenerado;Si;;53640004;fluoxetina;;;;;• 4932103 ¦ fluoxetina ¦ 1 ¦ Vigente
6418708;flupentixol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 6399460 ¦ flupentixol ¦ 1 ¦ Vigente
7573510;flupentixol decanoato;;Vigente;Insensible;Autogenerado;;;;;;;;;• 7573509 ¦ flupentixol decanoato ¦ 1 ¦ Vigente
5674484;flurbiprofeno;;Vigente;Insensible;Autogenerado;Si;;54344006;flurbiprofeno;;;;;• 4928871 ¦ flurbiprofeno ¦ 1 ¦ Vigente
5674485;flutamida;;Vigente;Insensible;Autogenerado;;;;;;;;;• 4932646 ¦ flutamida ¦ 1 ¦ Vigente
5677285;fluticasona furoato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5677273 ¦ fluticasona furoato ¦ 1 ¦ Vigente
7438311;fluticasona furoato + vilanterol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 6403042 ¦ vilanterol ¦ 2 ¦ Vigente
• 5677273 ¦ fluticasona furoato ¦ 1 ¦ Vigente"
5674486;fluticasona propionato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4932112 ¦ fluticasona propionato ¦ 1 ¦ Vigente
5674496;fluticasona propionato + salmeterol;;Vigente;Insensible;Autogenerado;Si;;411106009;fluticasona + salmeterol;;;;;"• 5200742 ¦ salmeterol ¦ 2 ¦ Vigente
• 4932112 ¦ fluticasona propionato ¦ 1 ¦ Vigente"
5674503;fluvoxamina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4928911 ¦ fluvoxamina ¦ 1 ¦ Vigente
7479797;folinato de calcio + proteinsuccinilato férrico;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 7479796 ¦ folinato de calcio ¦ 1 ¦ Vigente
• 5162569 ¦ proteinsuccinilato férrico ¦ 2 ¦ Vigente"
5677291;fondaparinux sódico;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4928937 ¦ fondaparinux sódico ¦ 1 ¦ Vigente
7569624;formoterol + mometasona;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 6401838 ¦ mometasona ¦ 2 ¦ Vigente
• 4928977 ¦ formoterol ¦ 1 ¦ Vigente"
5674510;fosamprenavir;;Vigente;Insensible;Autogenerado;Si;;407018001;fosamprenavir;;;;;• 4929018 ¦ fosamprenavir ¦ 1 ¦ Vigente
5674513;fosfato de sodio dibásico + fosfato de sodio monobásico;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4929779 ¦ fosfato de sodio monobásico ¦ 2 ¦ Vigente
• 4929354 ¦ fosfato de sodio dibásico ¦ 1 ¦ Vigente"
5674522;frovatriptán;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4930021 ¦ frovatriptán ¦ 1 ¦ Vigente
5674526;ftalilsulfatiazol + nifuroxazida;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5109926 ¦ nifuroxazida ¦ 2 ¦ Vigente
• 4930023 ¦ ftalilsulfatiazol ¦ 1 ¦ Vigente"
5674531;fulvestrant;;Vigente;Insensible;Autogenerado;Si;;404845006;fulvestrant;;;;;• 4930135 ¦ fulvestrant ¦ 1 ¦ Vigente
5674534;furazolidona;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4932249 ¦ furazolidona ¦ 1 ¦ Vigente
5674546;furosemida;;Vigente;Insensible;Autogenerado;Si;;81609008;furosemida;;;;;• 4932286 ¦ furosemida ¦ 1 ¦ Vigente
5674552;gabapentina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4932290 ¦ gabapentina ¦ 1 ¦ Vigente
7594266;gadobutrol;;Vigente;Insensible;Autogenerado;;;;;;;;;• 7594264 ¦ gadobutrol ¦ 1 ¦ Vigente
5674559;gadodiamida;;Vigente;Insensible;Autogenerado;Si;;354088005;gadodiamida;;;;;• 4930204 ¦ gadodiamida ¦ 1 ¦ Vigente
7600208;gadopentetato de dimeglumina;;Vigente;Insensible;Autogenerado;;;;;;;;;• 7600206 ¦ gadopentetato de dimeglumina ¦ 1 ¦ Vigente
5674571;galantamina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4930226 ¦ galantamina ¦ 1 ¦ Vigente
5674572;ganciclovir;;Vigente;Insensible;Autogenerado;Si;;78025001;ganciclovir;;;;;• 4932313 ¦ ganciclovir ¦ 1 ¦ Vigente
5674579;ganirelix;;Vigente;Insensible;Autogenerado;Si;;326088005;ganirelix;;;;;• 4930323 ¦ ganirelix ¦ 1 ¦ Vigente
6349254;gatifloxacino;;Vigente;Insensible;Autogenerado;Si;;371238005;gatifloxacino;;;;• 7436222 - Antibiótico;• 4930358 ¦ gatifloxacino ¦ 1 ¦ Vigente
5674582;gatifloxacino + prednisolona acetato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4930358 ¦ gatifloxacino ¦ 1 ¦ Vigente
• 5166752 ¦ prednisolona acetato ¦ 2 ¦ Vigente"
5674594;gefitinib;;Vigente;Insensible;Autogenerado;Si;;398685009;gefitinib;;;;;• 4930374 ¦ gefitinib ¦ 1 ¦ Vigente
7692286;gelatina succinilada;;Vigente;Insensible;Autogenerado;;;;;;;;;• 6399501 ¦ gelatina succinilada ¦ 1 ¦ Vigente
5674597;gemcitabina;;Vigente;Insensible;Autogenerado;Si;;108811008;gemcitabina;;;;;• 4930383 ¦ gemcitabina ¦ 1 ¦ Vigente
5674602;gemfibrozilo;;Vigente;Insensible;Autogenerado;Si;;35282000;gemfibrozilo;;;;;• 4932328 ¦ gemfibrozilo ¦ 1 ¦ Vigente
5674644;gentamicina;;Vigente;Insensible;Autogenerado;Si;;108811008;gemcitabina;;;;"• 7436222 - Antibiótico
• 7552959 - Observatorio de precios";• 4932357 ¦ gentamicina ¦ 1 ¦ Vigente
7717400;ginkgo biloba extracto estandarizado;;Vigente;Insensible;Autogenerado;;;;;;;;;• 4930400 ¦ ginkgo biloba extracto estandarizado ¦ 1 ¦ Vigente
7323352;ginkgo biloba extracto estandarizado + panax ginseng extracto estandarizado;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4930400 ¦ ginkgo biloba extracto estandarizado ¦ 1 ¦ Vigente
• 4930414 ¦ panax ginseng extracto estandarizado ¦ 2 ¦ Vigente"
7403586;glatiramer;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 7403583 ¦ glatiramer ¦ 1 ¦ Vigente
5676442;glibenclamida;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4931343 ¦ glibenclamida ¦ 1 ¦ Vigente
5676443;glibenclamida + metformina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5199335 ¦ metformina ¦ 2 ¦ Vigente
• 4931343 ¦ glibenclamida ¦ 1 ¦ Vigente"
5676445;glicerol;;Vigente;Insensible;Autogenerado;Si;;404833002;glicerol;;;;;• 4930434 ¦ glicerol ¦ 1 ¦ Vigente
6504912;glicerol + polisorbato;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4930434 ¦ glicerol ¦ 1 ¦ Vigente
• 6402026 ¦ polisorbato ¦ 2 ¦ Vigente"
5676447;glicina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4930490 ¦ glicina ¦ 1 ¦ Vigente
5676450;gliclazida;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4932392 ¦ gliclazida ¦ 1 ¦ Vigente
7551687;glicopirronio;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 6399526 ¦ glicopirronio ¦ 1 ¦ Vigente
7551724;glicopirronio + indacaterol;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5162966 ¦ indacaterol ¦ 2 ¦ Vigente
• 6399526 ¦ glicopirronio ¦ 1 ¦ Vigente"
5676451;glimepirida;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4932427 ¦ glimepirida ¦ 1 ¦ Vigente
7572666;glimepirida + metformina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4932427 ¦ glimepirida ¦ 1 ¦ Vigente
• 5199335 ¦ metformina ¦ 2 ¦ Vigente"
5676456;glipizida;;Vigente;Insensible;Autogenerado;Si;;26124005;glipizida;;;;;• 4932454 ¦ glipizida ¦ 1 ¦ Vigente
5676457;glucagón;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4931348 ¦ glucagón ¦ 1 ¦ Vigente
5676461;gluconato de calcio;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4933162 ¦ gluconato de calcio ¦ 1 ¦ Vigente
5676465;gluconato de potasio;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4931220 ¦ gluconato de potasio ¦ 1 ¦ Vigente
5408408;glucosamina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4930829 ¦ glucosamina ¦ 1 ¦ Vigente
7253860;golimumab;;Vigente;Insensible;Autogenerado;Si;;442318002;golimumab;;;;;• 6399534 ¦ golimumab ¦ 1 ¦ Vigente
7672222;gonadotrofina coriónica;;Vigente;Insensible;Autogenerado;;;;;;;;;• 7672200 ¦ gonadotrofina coriónica ¦ 1 ¦ Vigente
7251192;goserelina;;Vigente;Insensible;Autogenerado;Si;;126138002;goserelina;;;;;• 4930901 ¦ goserelina ¦ 1 ¦ Vigente
7501421;gramicidina + neomicina + polimixina B;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 4930911 ¦ gramicidina ¦ 1 ¦ Vigente
• 5153794 ¦ neomicina ¦ 2 ¦ Vigente
• 5167482 ¦ polimixina B ¦ 3 ¦ Vigente"
6419738;granisetrón;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4930976 ¦ granisetrón ¦ 1 ¦ Vigente
5408994;griseofulvina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 4932480 ¦ griseofulvina ¦ 1 ¦ Vigente
5409032;haloperidol;;Vigente;Insensible;Autogenerado;Si;;10756001;haloperidol;;;;;• 4933375 ¦ haloperidol ¦ 1 ¦ Vigente
5409194;hedera helix extracto estandarizado;;Vigente;Insensible;Autogenerado;;;;;;;;;• 4933432 ¦ hedera helix extracto estandarizado ¦ 1 ¦ Vigente
6745455;heparina sódica;;Vigente;Insensible;Autogenerado;Si;;84812008;heparina;;;;;• 6399550 ¦ heparina sódica ¦ 1 ¦ Vigente
5409303;hialuronato de sodio;;Vigente;Insensible;Autogenerado;Si;;;;;;;• 7552959 - Observatorio de precios;• 4934509 ¦ hialuronato de sodio ¦ 1 ¦ Vigente
7613800;hialuronidasa;;Vigente;Insensible;Autogenerado;;;;;;;;;• 7613799 ¦ hialuronidasa ¦ 1 ¦ Vigente
6419960;hidralazina;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 6399569 ¦ hidralazina ¦ 1 ¦ Vigente
5409348;hidrato de cloral;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5153300 ¦ hidrato de cloral ¦ 1 ¦ Vigente
6420052;hidroclorotiazida;;Vigente;Insensible;Autogenerado;Si;;;;;;;;• 5531867 ¦ hidroclorotiazida ¦ 1 ¦ Vigente
6450804;hidroclorotiazida + irbesartán;;Vigente;Insensible;Autogenerado;Si;;;;;;;;"• 5164552 ¦ irbesartán ¦ 2 ¦ Vigente
• 5531867 ¦ hidroclorotiazida ¦ 1 ¦ Vigente"
6450803;hidroclorotiazida + lisinopril;;Vigente;Insensible;Autogenerado;Si;;398858004;hidroclorotiazida + lisinopril;;;;;"• 5168126 ¦ lisinopril ¦ 2 ¦ Vigente
• 5531867 ¦ hidroclorotiazida ¦ 1 ¦ Vigente"
6455863;hidroclorotiazida + losartán;;Vigente;Insensible;Autogenerado;Si;;;;;;;• 7552959 - Observatorio de precios;"• 5198303 ¦ losartán ¦ 2 ¦ Vigente
• 5531867 ¦ hidroclorotiazida ¦ 1 ¦ Vigente"
6455906;hidroclorotiazida + olmesartán;;Vigente;Insensible;Autogenerado;;;;;;;;;"• 5153855 ¦ olmesartán ¦ 2 ¦ Vigente
• 5531867 ¦ hidroclorotiazida ¦ 1 ¦ Vigente"
6450811;hidroclorotiazida + quinapril;;Vigente;Insensible;Autogenerado;Si;;421852001;hidroclorotiazida + quinapril;;;;;"• 5167681 ¦ quinapril ¦ 2 ¦ Vigente
• 5531867 ¦ hidroclorotiazida ¦ 1 ¦ Vigente"
