CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;MEDICAMENTO_CLINICO_FK;MEDICAMENTO_CLINICO_DESC;TIPO_FK;TIPO_DESC;CANTIDAD;UNIDAD_MEDIDA_CANTIDAD_FK;UNIDAD_MEDIDA_CANTIDAD_DESC;PACK_MULTI_CANTIDAD;PACK_MULTI_UNIDAD_FK;PACK_MULTI_UNIDAD_DESC;VOLUMEN_TOTAL_CANTIDAD;VOLUMEN_TOTAL_UNIDAD_FK;VOLUMEN_TOTAL_UNIDAD_DESC
6909468;ibuprofeno 200 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;695;ibuprofeno 200 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7344543;ibuprofeno 200 mg/5 mL + pseudoefedrina clorhidrato 30 mg/5 mL suspensión oral 1 frasco 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;277570;ibuprofeno 200 mg/5 mL + pseudoefedrina clorhidrato 30 mg/5 mL suspensión oral;4589162;venta público;1;5767861;frasco;;;;100;7008554;mililitros
7322332;ibuprofeno 200 mg/5 mL + pseudoefedrina clorhidrato 30 mg/5 mL suspensión oral 1 frasco 120 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;277570;ibuprofeno 200 mg/5 mL + pseudoefedrina clorhidrato 30 mg/5 mL suspensión oral;4589162;venta público;1;5767861;frasco;;;;120;7008554;mililitros
6916600;ibuprofeno 200 mg/5 mL suspensión oral 1 frasco 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;590;ibuprofeno 200 mg/5 mL suspensión oral;4589162;venta público;1;5767861;frasco;;;;100;7008554;mililitros
6916602;ibuprofeno 200 mg/5 mL suspensión oral 1 frasco 120 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;590;ibuprofeno 200 mg/5 mL suspensión oral;4589162;venta público;1;5767861;frasco;;;;120;7008554;mililitros
7390450;ibuprofeno 300 mg + paracetamol 300 mg comprimido 10 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1407711;ibuprofeno 300 mg + paracetamol 300 mg comprimido;4589162;venta público;10;6802296;comprimidos;;;;;;
7637654;ibuprofeno 300 mg/10 mL + paracetamol 300 mg/10 mL suspensión oral 1 frasco 120 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7637642;ibuprofeno 300 mg/10 mL + paracetamol 300 mg/10 mL suspensión oral;4589162;venta público;1;5767861;frasco;;;;120;7008554;mililitros
7609379;ibuprofeno 400 mg + pseudoefedrina clorhidrato 60 mg cápsula 10 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;5975268;ibuprofeno 400 mg + pseudoefedrina clorhidrato 60 mg cápsula;4589162;venta público;10;6764541;cápsulas;;;;;;
7322249;ibuprofeno 400 mg + pseudoefedrina clorhidrato 60 mg comprimido 10 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5667708;ibuprofeno 400 mg + pseudoefedrina clorhidrato 60 mg comprimido;4589162;venta público;10;6802296;comprimidos;;;;;;
7344526;ibuprofeno 400 mg + pseudoefedrina clorhidrato 60 mg comprimido 12 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5667708;ibuprofeno 400 mg + pseudoefedrina clorhidrato 60 mg comprimido;4589162;venta público;12;6802296;comprimidos;;;;;;
6909459;ibuprofeno 400 mg cápsula 10 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6441174;ibuprofeno 400 mg cápsula;4589162;venta público;10;6764541;cápsulas;;;;;;
6909504;ibuprofeno 400 mg cápsula 20 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;6441174;ibuprofeno 400 mg cápsula;4589162;venta público;20;6764541;cápsulas;;;;;;
7424416;ibuprofeno 400 mg comprimido 1000 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;19022;ibuprofeno 400 mg comprimido;4589152;envase clínico;1000;6802296;comprimidos;;;;;;
6937657;ibuprofeno 400 mg comprimido 16 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;19022;ibuprofeno 400 mg comprimido;4589162;venta público;16;6802296;comprimidos;;;;;;
6909474;ibuprofeno 400 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;19022;ibuprofeno 400 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
6934058;ibuprofeno 5 % (50 mg/g) crema 1 pomo 45 gramos;;Vigente;Insensible;Autogenerado;;;;;;;5986835;ibuprofeno 5% (50 mg/g) crema;4589162;venta público;1;5912594;pomo;;;;45;7100992;gramos
6934076;ibuprofeno 5 % (50 mg/g) crema 1 pomo 80 gramos;;Vigente;Insensible;Autogenerado;;;;;;;5986835;ibuprofeno 5% (50 mg/g) crema;4589162;venta público;1;5912594;pomo;;;;80;7100992;gramos
6916997;ibuprofeno 5% (50 mg/g) crema 1 pomo 60 gramos;;Vigente;Insensible;Autogenerado;;;;;;;5986835;ibuprofeno 5% (50 mg/g) crema;4589162;venta público;1;5912594;pomo;;;;60;7100992;gramos
7422016;ibuprofeno 5% (50 mg/g) gel 1 pomo 60 gramos;;Vigente;Insensible;Autogenerado;;;;;;;7421401;ibuprofeno 5% (50 mg/g) gel;4589162;venta público;1;5912594;pomo;;;;60;7100992;gramos
6909464;ibuprofeno 600 mg cápsula 10 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;54606;ibuprofeno 600 mg cápsula;4589162;venta público;10;6764541;cápsulas;;;;;;
6909509;ibuprofeno 600 mg cápsula 20 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;54606;ibuprofeno 600 mg cápsula;4589162;venta público;20;6764541;cápsulas;;;;;;
6909477;ibuprofeno 600 mg comprimido 20 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;70540;ibuprofeno 600 mg comprimido;4589162;venta público;20;6802296;comprimidos;;;;;;
7424420;ibuprofeno 600 mg comprimido 500 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;70540;ibuprofeno 600 mg comprimido;4589152;envase clínico;500;6802296;comprimidos;;;;;;
7253954;idarubicina 10 mg inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;7253917;idarubicina 10 mg inyectable;4589162;venta público;1;5767894;vial;;;;;;
7253955;idarubicina 5 mg inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;7253923;idarubicina 5 mg inyectable;4589162;venta público;1;5767894;vial;;;;;;
7240577;ifosfamida 1000 mg inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;1971325;ifosfamida 1000 mg inyectable;4589162;venta público;1;5767894;vial;;;;;;
7240580;ifosfamida 2000 mg inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;5987195;ifosfamida 2000 mg inyectable;4589162;venta público;1;5767894;vial;;;;;;
7240585;ifosfamida 500 mg inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;5986738;ifosfamida 500 mg inyectable;4589162;venta público;1;5767894;vial;;;;;;
7384934;iloprost 10 mcg/mL solución para nebulización 30 ampollas 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5986833;iloprost 10 mcg/mL solución para nebulización;4589162;venta público;30;6802291;ampollas;;;;2;7008554;mililitros
7187201;imatinib 100 mg comprimido 120 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987590;imatinib 100 mg comprimido;4589162;venta público;120;6802296;comprimidos;;;;;;
7187197;imatinib 100 mg comprimido 180 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987590;imatinib 100 mg comprimido;4589162;venta público;180;6802296;comprimidos;;;;;;
7188553;imatinib 100 mg comprimido 60 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987590;imatinib 100 mg comprimido;4589162;venta público;60;6802296;comprimidos;;;;;;
7187188;imatinib 400 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986962;imatinib 400 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7738279;imiglucerasa 400 U inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;7738253;imiglucerasa 400 U inyectable;4589162;venta público;1;5767894;vial;;;;;;
7559808;imipenem 500 mg - cilastatina 500 mg inyectable 10 viales;;Vigente;Insensible;Autogenerado;;;;;;;54623;imipenem 500 mg - cilastatina 500 mg inyectable;4589152;envase clínico;10;7218083;viales;;;;;;
7098853;imipramina 25 mg comprimido 40 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5987666;imipramina 25 mg comprimido;4589162;venta público;40;6802296;comprimidos;;;;;;
7421184;imiquimod 5% (50 mg/g) crema 1 pomo 5 gramos;;Vigente;Insensible;Autogenerado;;;;;;;5987619;imiquimod 5% (50 mg/g) crema;4589162;venta público;1;5912594;pomo;;;;5;7100992;gramos
7421265;imiquimod 5% (50 mg/g) crema 6 sobres 250 miligramos;;Vigente;Insensible;Autogenerado;;;;;;;5987619;imiquimod 5% (50 mg/g) crema;4589162;venta público;6;6802308;sobres;;;;250;7223720;miligramos
7547674;indacaterol 150 mcg cápsula para inhalación 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;2323772;indacaterol 150 mcg cápsula para inhalación;4589162;venta público;30;6764541;cápsulas;;;;;;
7547678;indacaterol 300 mcg cápsula para inhalación 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;5986587;indacaterol 300 mcg cápsula para inhalación;4589162;venta público;30;6764541;cápsulas;;;;;;
7631568;indapamida 1,5 mg comprimido liberación modificada 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;5986657;indapamida 1,5 mg comprimido liberación modificada;4589162;venta público;30;6802296;comprimidos;;;;;;
7419576;indapamida 2,5 mg comprimido 30 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1484127;indapamida 2,5 mg comprimido;4589162;venta público;30;6802296;comprimidos;;;;;;
7419581;indapamida 2,5 mg comprimido 60 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1484127;indapamida 2,5 mg comprimido;4589162;venta público;60;6802296;comprimidos;;;;;;
7396830;indometacina 25 mg cápsula 10 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;1917925;indometacina 25 mg cápsula;4589162;venta público;10;6764541;cápsulas;;;;;;
7396832;indometacina 25 mg cápsula 30 cápsulas;;Vigente;Insensible;Autogenerado;;;;;;;1917925;indometacina 25 mg cápsula;4589162;venta público;30;6764541;cápsulas;;;;;;
7396806;indometacina 25 mg comprimido 24 comprimidos;;Vigente;Insensible;Autogenerado;;;;;;;1188281;indometacina 25 mg comprimido;4589162;venta público;24;6802296;comprimidos;;;;;;
7239423;infliximab 100 mg inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;5986867;infliximab 100 mg inyectable;4589162;venta público;1;5767894;vial;;;;;7223720;miligramos
7687722;inmunoglobulina G humana 20.000 mg/200 mL (100 mg/mL) inyectable 1 frasco 200 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5986907;inmunoglobulina G humana 20.000 mg/200 mL (100 mg/mL) inyectable;4589162;venta público;1;5767861;frasco;;;;200;7008554;mililitros
7687675;inmunoglobulina G humana 2500 mg/50 mL (50 mg/mL) inyectable 1 vial 50 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;273963;inmunoglobulina G humana 2500 mg/50 mL (50 mg/mL) inyectable;4589162;venta público;1;5767894;vial;;;;50;7008554;mililitros
7687680;inmunoglobulina G humana 5000 mg/100 mL (50 mg/mL) inyectable 1 frasco 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;273989;inmunoglobulina G humana 5000 mg/100 mL (50 mg/mL) inyectable;4589162;venta público;1;5767861;frasco;;;;100;7008554;mililitros
7687683;inmunoglobulina G humana 5000 mg/50 mL (100 mg/mL) inyectable 1 vial 50 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987147;inmunoglobulina G humana 5000 mg/50 mL (100 mg/mL) inyectable;4589162;venta público;1;5767894;vial;;;;50;7008554;mililitros
7691471;inmunoglobulina humana anti citomegalovirus 2,5 g/50 mL (50 mg/mL) inyectable 1 vial 50 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5986477;inmunoglobulina humana anti citomegalovirus 2,5 g/50 mL (50 mg/mL) inyectable;4589162;venta público;1;5767894;vial;;;;50;7008554;mililitros
7687099;inmunoglobulina humana anti hepatitis B 1000 UI/5 mL (200 UI/mL) inyectable 1 ampolla 5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;631151;inmunoglobulina humana anti hepatitis B 1000 UI/5 mL (200 UI/mL) inyectable;4589162;venta público;1;5767802;ampolla;;;;5;7008554;mililitros
7689093;inmunoglobulina humana anti Rho (D) 300 mcg inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;5987537;inmunoglobulina humana anti Rho (D) 300 mcg inyectable;4589162;venta público;1;5767894;vial;;;;;;
7689008;inmunoglobulina humana anti Rho (D) 300 mcg/2 mL (150 mcg/mL) inyectable 1 jeringa prellenada 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;740376;inmunoglobulina humana anti Rho (D) 300 mcg/2 mL (150 mcg/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;2;7008554;mililitros
7204788;inmunoglobulina humana anti tetánica 250 UI/mL inyectable 1 jeringa prellenada 1 mililitro;;Vigente;Insensible;Autogenerado;;;;;;;172527;inmunoglobulina humana anti tetánica 250 UI/mL inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;1;5765871;mililitro
7689448;inmunoglobulina humana anti tetánica 500 UI/2 mL (250 UI/mL) inyectable 1 jeringa prellenada 2 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;4048576;inmunoglobulina humana anti tetánica 500 UI/2 mL (250 UI/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;2;7008554;mililitros
7691482;inmunoglobulina humana anti varicela - zoster 125 UI inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;5986758;inmunoglobulina humana anti varicela - zoster 125 UI inyectable;4589162;venta público;1;5767894;vial;;;;;;
7689507;inmunoglobulina lagomorfa anti timocitos humanos 25 mg inyectable 1 vial;;Vigente;Insensible;Autogenerado;;;;;;;5986799;inmunoglobulina lagomorfa anti timocitos humanos 25 mg inyectable;4589162;venta público;1;5767894;vial;;;;;;
7359156;insulina asparta 1000 UI/10 mL (100 UI/mL) inyectable 1 vial 10 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7359145;insulina asparta 1000 UI/10 mL (100 UI/mL) inyectable;4589162;venta público;1;5767894;vial;;;;10;7008554;mililitros
7367592;insulina asparta 30% (30 UI/mL) + insulina asparta protamina 70% (70 UI/mL) inyectable en lápiz prellenado 5 lápices prellenados 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987319;insulina asparta 30% (30 UI/mL) + insulina asparta protamina 70% (70 UI/mL) inyectable en lápiz prellenado;4589162;venta público;5;7299811;lápices prellenados;;;;3;7008554;mililitros
7359185;insulina asparta 300 UI/3 mL (100 UI/mL) inyectable en cartucho 5 cartuchos 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7359181;insulina asparta 300 UI/3 mL (100 UI/mL) inyectable en cartucho;4589162;venta público;5;7137431;cartuchos;;;;3;7008554;mililitros
7359223;insulina asparta 300 UI/3 mL (100 UI/mL) inyectable en lápiz prellenado 5 lápices prellenados 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;206;insulina asparta 300 UI/3 mL (100 UI/mL) inyectable en lápiz prellenado;4589162;venta público;5;7299811;lápices prellenados;;;;3;7008554;mililitros
7360078;insulina degludec 300 UI/3 mL (100 UI/mL) inyectable en lápiz prellenado 1 lápiz prellenado 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7360077;insulina degludec 300 UI/3 mL (100 UI/mL) inyectable en lápiz prellenado;4589162;venta público;1;7278451;lápiz prellenado;;;;3;7008554;mililitros
7359277;insulina detemir 300 UI/3 mL (100 UI/mL) inyectable en lápiz prellenado 5 lápices prellenados 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;1772691;insulina detemir 300 UI/3 mL (100 UI/mL) inyectable en lápiz prellenado;4589162;venta público;5;7299811;lápices prellenados;;;;3;7008554;mililitros
7358666;insulina glargina 1000 UI/10 mL (100 UI/mL) inyectable 1 vial 10 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;4702698;insulina glargina 1000 UI/10 mL (100 UI/mL) inyectable;4589162;venta público;1;5767894;vial;;;;10;7008554;mililitros
7358670;insulina glargina 300 UI/3 mL (100 UI/mL) inyectable en lápiz prellenado 1 lápiz prellenado 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;70101;insulina glargina 300 UI/3 mL (100 UI/mL) inyectable en lápiz prellenado;4589162;venta público;1;7278451;lápiz prellenado;;;;3;7008554;mililitros
7358809;insulina glargina 450 UI/1,5 mL (300 UI/mL) inyectable en lápiz prellenado 1 lápiz prellenado 1,5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7358800;insulina glargina 450 UI/1,5 mL (300 UI/mL) inyectable en lápiz prellenado;4589162;venta público;1;7278451;lápiz prellenado;;;;1,5;7008554;mililitros
7359991;insulina glulisina 1000 UI/10 mL (100 UI/mL) inyectable 1 vial 10 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987076;insulina glulisina 1000 UI/10 mL (100 UI/mL) inyectable;4589162;venta público;1;5767894;vial;;;;10;7008554;mililitros
7359993;insulina glulisina 300UI/3 mL (100 UI/mL) inyectable en lápiz prellenado 1 lápiz prellenado 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7359962;insulina glulisina 300 UI/3 mL (100 UI/mL) inyectable en lápiz prellenado;4589162;venta público;1;7278451;lápiz prellenado;;;;3;7008554;mililitros
7137436;insulina humana NPH 1000 UI/10 mL (100 UI/mL) inyectable 1 vial 10 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;161044;insulina humana NPH 1000 UI/10 mL (100 UI/mL) inyectable;4589162;venta público;1;5767894;vial;;;;10;7008554;mililitros
7137425;insulina humana NPH 300 UI/3 mL (100 UI/mL) inyectable en cartucho 5 cartuchos 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7358202;insulina humana NPH 300 UI/3 mL (100 UI/mL) inyectable en cartucho;4589162;venta público;5;7137431;cartuchos;;;;3;7008554;mililitros
7358351;insulina humana NPH 500 UI/5 mL (100 UI/mL) inyectable 1 vial 5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7358349;insulina humana NPH 500 UI/5 mL (100 UI/mL) inyectable;4589162;venta público;1;5767894;vial;;;;5;7008554;mililitros
7369652;insulina humana NPH 70% (70 UI/mL) + insulina humana soluble 30% (30 UI/mL) inyectable 1 vial 10 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7369641;insulina humana NPH 70% (70 UI/mL) + insulina humana soluble 30% (30 UI/mL) inyectable;4589162;venta público;1;5767894;vial;;;;10;7008554;mililitros
7015051;insulina humana soluble 1000 UI/10 mL (100 UI/mL) inyectable 1 vial 10 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;70159;insulina humana soluble 1000 UI/10 mL (100 UI/mL) inyectable;4589162;venta público;1;5767894;vial;;;;10;7008554;mililitros
7137528;insulina humana soluble 300 UI/3 mL (100 UI/1 mL) inyectable en cartucho 5 cartuchos 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7356763;insulina humana soluble 300 UI/3 mL (100 UI/1 mL) inyectable en cartucho;4589162;venta público;5;7137431;cartuchos;;;;3;7008554;mililitros
7356983;insulina humana soluble 500 UI/5 mL (100 UI/mL) inyectable 1 vial 5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7356951;insulina humana soluble 500 UI/5 mL (100 UI/mL) inyectable;4589162;venta público;1;5767894;vial;;;;5;7008554;mililitros
7359656;insulina lispro 1000 UI/10 mL (100 UI/mL) inyectable 1 vial 10 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7359601;insulina lispro 1000 UI/10 mL (100 UI/mL) inyectable;4589162;venta público;1;5767894;vial;;;;10;7008554;mililitros
7367954;insulina lispro 25% (25 UI/mL) + insulina lispro protamina 75% (75 UI/mL) inyectable en cartucho 5 cartuchos 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987190;insulina lispro 25% (25 UI/mL) + insulina lispro protamina 75% (75 UI/mL) inyectable en cartucho;4589162;venta público;5;7137431;cartuchos;;;;3;7008554;mililitros
7367956;insulina lispro 25% (25 UI/mL) + insulina lispro protamina 75% (75 UI/mL) inyectable en lápiz prellenado 5 lápices prellenados 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7367950;insulina lispro 25% (25 UI/mL) + insulina lispro protamina 75% (75 UI/mL) inyectable en lápiz prellenado;4589162;venta público;5;7299811;lápices prellenados;;;;3;7008554;mililitros
7359658;insulina lispro 300 UI/3 mL (100 UI/mL) inyectable en lápiz prellenado 5 lápices prellenados 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;901758;insulina lispro 300 UI/3 mL (100 UI/mL) inyectable en lápiz prellenado;4589162;venta público;5;7299811;lápices prellenados;;;;3;7008554;mililitros
7359667;insulina lispro 300 UI/3mL (100 UI/mL) inyectable en cartucho 5 cartuchos 3 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7359583;insulina lispro 300 UI/3 mL (100 UI/mL) inyectable en cartucho;4589162;venta público;5;7137431;cartuchos;;;;3;7008554;mililitros
7393708;interferón alfa 2a 3.000.000 UI/0,5 mL (6.000.000 UI/mL) inyectable 1 jeringa prellenada 0,5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7393657;interferón alfa 2a 3.000.000 UI/0,5 mL (6.000.000 UI/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;0,5;7008554;mililitros
7393712;interferón alfa 2a 6.000.000 UI/0,5 mL (12.000.000 UI/mL) inyectable 1 jeringa prellenada 0,5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7393666;interferón alfa 2a 6.000.000 UI/0,5 mL (12.000.000 UI/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;0,5;7008554;mililitros
7393715;interferón alfa 2a 9.000.000 UI/0,5 mL (18.000.000 UI/mL) inyectable 1 jeringa prellenada 0,5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7393699;interferón alfa 2a 9.000.000 UI/0,5 mL (18.000.000 UI/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;0,5;7008554;mililitros
7293596;interferón alfa 2b 18.000.000 UI/1,2 mL (3.000.000 UI/dosis) inyectable 1 lápiz prellenado 6 dosis;;Vigente;Insensible;Autogenerado;;;;;;;5987583;interferón alfa 2b 18.000.000 UI/1,2 mL (3.000.000 UI/dosis) inyectable;4589162;venta público;1;7278451;lápiz prellenado;;;;6;5767711;dosis
7293603;interferón alfa 2b 30.000.000 UI/1,2 mL (5.000.000 UI/dosis) inyectable 1 lápiz prellenado 6 dosis;;Vigente;Insensible;Autogenerado;;;;;;;7293536;interferón alfa 2b 30.000.000 UI/1,2 mL (5.000.000 UI/dosis) inyectable;4589162;venta público;1;7278451;lápiz prellenado;;;;6;5767711;dosis
7293607;interferón alfa 2b 60.000.000 UI/1,2 mL (10.000.000 UI/dosis) inyectable 1 lápiz prellenado 6 dosis;;Vigente;Insensible;Autogenerado;;;;;;;7293574;interferón alfa 2b 60.000.000 UI/1,2 mL (10.000.000 UI/dosis) inyectable;4589162;venta público;1;7278451;lápiz prellenado;;;;6;5767711;dosis
7392116;interferón beta 1a 12.000.000 UI/0,5 mL (24.000.000 UI/mL) inyectable 12 jeringas prellenadas 0,5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7392114;interferón beta 1a 12.000.000 UI/0,5 mL (24.000.000 UI/mL) inyectable;4589162;venta público;12;6802310;jeringas prellenadas;;;;0,5;7008554;mililitros
7393362;interferón beta 1a 18.000.000 UI/1,5 mL (12.000.000 UI/mL) inyectable 4 cartuchos 1,5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7392166;interferón beta 1a 18.000.000 UI/1,5 mL (12.000.000 UI/mL) inyectable;4589162;venta público;4;7137431;cartuchos;;;;1,5;7008554;mililitros
7393363;interferón beta 1a 36.000.000 UI/1,5 mL (24.000.000 UI/mL) inyectable 4 cartuchos 1,5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7392194;interferón beta 1a 36.000.000 UI/1,5 mL (24.000.000 UI/mL) inyectable;4589162;venta público;4;7137431;cartuchos;;;;1,5;7008554;mililitros
7392087;interferón beta 1a 6.000.000 UI/0,5 mL (12.000.000 UI/mL) inyectable 1 jeringa prellenada 0,5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7390347;interferón beta 1a 6.000.000 UI/0,5 mL (12.000.000 UI/mL) inyectable;4589162;venta público;1;5917385;jeringa prellenada;;;;0,5;7008554;mililitros
7392043;interferón beta 1a 6.000.000 UI/0,5 mL (12.000.000 UI/mL) inyectable 12 jeringas prellenadas 0,5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7390347;interferón beta 1a 6.000.000 UI/0,5 mL (12.000.000 UI/mL) inyectable;4589162;venta público;12;6802310;jeringas prellenadas;;;;0,5;7008554;mililitros
7390355;interferón beta 1a 6.000.000 UI/0,5 mL (12.000.000 UI/mL) inyectable 4 jeringas prellenadas 0,5 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;7390347;interferón beta 1a 6.000.000 UI/0,5 mL (12.000.000 UI/mL) inyectable;4589162;venta público;4;6802310;jeringas prellenadas;;;;0,5;7008554;mililitros
7390738;interferón beta 1b 8.000.000 UI inyectable 15 kits;;Vigente;Insensible;Autogenerado;;;;;;;7390732;interferón beta 1b 8.000.000 UI inyectable;4589162;venta público;15;7340115;kits;;;;;;
7594729;iodixanol 550 mg/mL (iodo 270 mg/mL) inyectable 1 frasco 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987264;iodixanol 550 mg/mL (iodo 270 mg/mL) inyectable;4589162;venta público;1;5767861;frasco;;;;100;7008554;mililitros
7594724;iodixanol 550 mg/mL (iodo 270 mg/mL) inyectable 1 frasco 50 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987264;iodixanol 550 mg/mL (iodo 270 mg/mL) inyectable;4589162;venta público;1;5767861;frasco;;;;50;7008554;mililitros
7599031;iodixanol 550 mg/mL (iodo 270 mg/mL) inyectable 10 frascos 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987264;iodixanol 550 mg/mL (iodo 270 mg/mL) inyectable;4589152;envase clínico;10;6802307;frascos;;;;100;7008554;mililitros
7599027;iodixanol 550 mg/mL (iodo 270 mg/mL) inyectable 10 frascos 50 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987264;iodixanol 550 mg/mL (iodo 270 mg/mL) inyectable;4589152;envase clínico;10;6802307;frascos;;;;50;7008554;mililitros
7599131;iodixanol 550 mg/mL (iodo 270 mg/mL) inyectable 60 frascos 50 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5987264;iodixanol 550 mg/mL (iodo 270 mg/mL) inyectable;4589152;envase clínico;60;6802307;frascos;;;;50;7008554;mililitros
7594735;iodixanol 652 mg/mL (iodo 320 mg/mL) inyectable 1 frasco 100 mililitros;;Vigente;Insensible;Autogenerado;;;;;;;5986418;iodixanol 652 mg/mL (iodo 320 mg/mL) inyectable;4589162;venta público;1;5767861;frasco;;;;100;7008554;mililitros
