CONCEPTO_ID;DESCRIPCION;DESC_ABREVIADA;ESTADO;SENSIBLE_MAYUSCULA;CREAC_NOMBRE;REVISADO;CONSULTAR;SCT_ID;SCT_TERMINO;SINONIMO;GRUPOS_JERARQUICOS;MEDICAMENTO_CLINICO;LABORATORIO_FK;LABORATORIO_DESC;FORM_FARM_EXT_FK;FORM_FARM_EXT_DESC;SABOR_FK;SABOR_DESC;FAMILIA_PRODUCTO_FK;FAMILIA_PRODUCTO_DESC;COMERCIALIZADO_CHILE_FK;COMERCIALIZADO_CHILE_DESC;PRODUCTO_ISP;BIOEQUIVALENTES
7537190;furosemida 20 mg/2 mL solución inyectable (Sanderson);;Vigente;Sensible;Manual;;;;;;;• furosemida 20 mg/2 mL (10 mg/mL) inyectable;5790384;Laboratorio Sanderson S.A.;5766174;solución inyectable;;;6645459;furosemida;4567040;Si;• F-12580/12 - FUROSEMIDA SOLUCIÓN INYECTABLE 20 mg/2 mL;
5988203;furosemida 40 mg comprimido (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• furosemida 40 mg comprimido;5766512;Laboratorios Andrómaco S.A.;5723406;comprimido;;;6645459;furosemida;4567040;Si;• F-11274/11 - FUROSEMIDA COMPRIMIDOS 40 mg;
85757;furosemida 40 mg comprimido (Lab Chile);;Vigente;Sensible;Manual;;;;;;• 5924226 - ARSENAL;• furosemida 40 mg comprimido;5879043;Laboratorio Chile S.A.;5723406;comprimido;;;6645459;furosemida;4567040;Si;• F-2274/14 - FUROSEMIDA COMPRIMIDOS 40 mg;
5987973;furosemida 40 mg comprimido (Mintlab);;Vigente;Sensible;Manual;;;;;;;• furosemida 40 mg comprimido;5781942;Mintlab Co. S.A.;5723406;comprimido;;;6645459;furosemida;4567040;Si;;
7231258;fusimed B emulsión tópica (Cassará);;Vigente;Sensible;Manual;;;;;;;• ácido fusídico 2% (20 mg/g) + betametasona valerato 0,1% (1 mg/g) crema;6357112;Cassará División (D & M Pharma);5756990;emulsión tópica;;;7231269;fusimed B;4567040;Si;• F-17880/14 - FUSIMED-B EMULSIÓN TÓPICA;
6552324;fusimed crema tópica (Cassará);;Vigente;Sensible;Manual;;;;;;;• ácido fusídico 2% (20 mg/g) crema;6357112;Cassará División (D & M Pharma);5756602;crema tópica;;;6552300;fusimed;4567040;Si;• F-17881/14 - FUSIMED CREMA TÓPICA 2%;
7340097;fuzeon polvo liofilizado para solución inyectable con solvente (Roche);;Vigente;Sensible;Manual;;;;;;;• enfuvirtida 90 mg inyectable;5768947;Productos Roche Ltda.;5768708;polvo liofilizado para solución inyectable con solvente;;;7340091;fuzeon;4567040;Si;• F-13614/14 - FUZEON POLVO LIOFILIZADO PARA SOLUCIÓN INYECTABLE 90 mg, CON SOLVENTE;
7508430;gaap ofteno solución oftálmica (Sophia);;Vigente;Sensible;Manual;;;;;;;• latanoprost 0,005% (50 mcg/mL) colirio;7506634;Laboratorio Sophia S.A. de C.V. Importado (Global Mercury);5766221;solución oftálmica;;;7508423;gaap ofteno;4567040;Si;• F-15625/16 - GAAP OFTENO SOLUCIÓN OFTÁLMICA 0,005%;
7179565;gabex 300 mg cápsula (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• gabapentina 300 mg cápsula;5766512;Laboratorios Andrómaco S.A.;5722208;cápsula;;;6531303;gabex;4567040;Si;• F-13190/13 - GABEX CÁPSULAS 300 mg;
7179569;gabex 400 mg cápsula (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• gabapentina 400 mg cápsula;5766512;Laboratorios Andrómaco S.A.;5722208;cápsula;;;6531303;gabex;4567040;Si;• F-13189/13 - GABEX CÁPSULAS 400 mg;
6531341;gabex 600 mg comprimido recubierto (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• gabapentina 600 mg comprimido;5766512;Laboratorios Andrómaco S.A.;5733746;comprimido recubierto;;;6531303;gabex;4567040;Si;• F-14163/14 - GABEX COMPRIMIDOS RECUBIERTOS 600 mg;
6531379;gabictal 300 mg comprimido recubierto (Tecnofarma);;Vigente;Sensible;Manual;;;;;;;• gabapentina 300 mg comprimido;5790459;Tecnofarma S.A.;5733746;comprimido recubierto;;;6531348;gabictal;4567040;Si;• F-14089/14 - GABICTAL COMPRIMIDOS RECUBIERTOS 300 mg;
6531385;gabictal 400 mg comprimido recubierto (Tecnofarma);;Vigente;Sensible;Manual;;;;;;;• gabapentina 400 mg comprimido;5790459;Tecnofarma S.A.;5733746;comprimido recubierto;;;6531348;gabictal;4567040;Si;• F-14090/14 - GABICTAL COMPRIMIDOS RECUBIERTOS 400 mg;
7594391;gadovist solución inyectable (Bayer);;Vigente;Sensible;Manual;;;;;;;• gadobutrol 604,72 mg/mL (1 mmol/mL) inyectable;5766709;Bayer S.A.;5766174;solución inyectable;;;7594377;gadovist;4567040;Si;• F-20316/13 - GADOVIST SOLUCIÓN INYECTABLE 1 mmol/mL;
6562695;gadozol comprimido recubierto (Gador);;Vigente;Sensible;Manual;;;;;;;• anastrozol 1 mg comprimido;5772342;Gador Ltda.;5733746;comprimido recubierto;;;6562635;gadozol;4567040;Si;• F-17248/13 - GADOZOL COMPRIMIDOS RECUBIERTOS 1 mg;
7142265;galanvitae 16 mg cápsula con comprimido de liberación prolongada (Galenicum);;Vigente;Sensible;Manual;;;;;;;• galantamina 16 mg cápsula liberación modificada;7141364;Galenicum Health Chile SpA;7142248;cápsula con comprimido de liberación prolongada;;;7142058;galanvitae;4567040;Si;• F-21366/14 - GALANVITAE CÁPSULAS CON COMPRIMIDOS DE LIBERACIÓN PROLONGADA 16 mg;
7142222;galanvitae 8 mg cápsula con comprimido de liberación prolongada (Galenicum);;Vigente;Sensible;Manual;;;;;;;• galantamina 8 mg cápsula liberación modificada;7141364;Galenicum Health Chile SpA;7142248;cápsula con comprimido de liberación prolongada;;;7142058;galanvitae;4567040;Si;• F-21365/14 - GALANVITAE CÁPSULAS CON COMPRIMIDOS DE LIBERACIÓN PROLONGADA 8 mg (GALANTAMINA);
7517076;galvus met 50 mg / 1000 mg comprimido recubierto (Novartis);;Vigente;Sensible;Manual;;;;;;;• metformina 1000 mg + vildagliptina 50 mg comprimido;5781988;Novartis Chile S.A.;5733746;comprimido recubierto;;;7517033;galvus met;4567040;Si;"• F-22428/16 - GALVUS MET 50/1000 COMPRIMIDOS RECUBIERTOS• F-21583/14 - GALVUS MET 50/1000 COMPRIMIDOS RECUBIERTOS• F-17080/13 - GALVUS MET 50/1000 COMPRIMIDOS RECUBIERTOS";
7517101;galvus met 50 mg / 500 mg comprimido recubierto (Novartis);;Vigente;Sensible;Manual;;;;;;;• metformina 500 mg + vildagliptina 50 mg comprimido;5781988;Novartis Chile S.A.;5733746;comprimido recubierto;;;7517033;galvus met;4567040;Si;• F-21185/14 - GALVUS MET 50/500 COMPRIMIDOS RECUBIERTOS;
7517043;galvus met 50 mg / 850 mg comprimido recubierto (Novartis);;Vigente;Sensible;Manual;;;;;;;• metformina 850 mg + vildagliptina 50 mg comprimido;5781988;Novartis Chile S.A.;5733746;comprimido recubierto;;;7517033;galvus met;4567040;Si;"• F-22429/16 - GALVUS MET 50/850 COMPRIMIDOS RECUBIERTOS• F-21581/14 - GALVUS MET 50/850 COMPRIMIDOS RECUBIERTOS";
5988831;galvus 50 mg comprimido (Novartis);;Vigente;Sensible;Manual;;;;;;;• vildagliptina 50 mg comprimido;5781988;Novartis Chile S.A.;5723406;comprimido;;;5683282;galvus;4567040;Si;• F-21478/14 - GALVUS COMPRIMIDOS 50 mg (VILDAGLIPTINA);
7641448;gamalate B6 comprimido recubierto (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• ácido gamma amino beta hidroxibutírico 37 mg + ácido gamma aminobutírico 75 mg + bromhidrato de glutamato de magnesio 75 mg + piridoxina 37 mg comprimido;5766512;Laboratorios Andrómaco S.A.;5733746;comprimido recubierto;;;5683310;gamalate B6;4567040;Si;• F-20356/13 - GAMALATE B6 COMPRIMIDOS RECUBIERTOS;
7641577;gamalate B6 solución oral (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• ácido gamma amino beta hidroxibutírico 50 mg/5 mL + ácido gamma aminobutírico 100 mg/5 mL + bromhidrato de glutamato de magnesio 100 mg/5 mL + piridoxina 50 mg/5 mL solución oral;5766512;Laboratorios Andrómaco S.A.;5766231;solución oral;;;5683310;gamalate B6;4567040;Si;• F-1787/14 - GAMALATE B6 SOLUCIÓN ORAL;
6501052;ganfort solución oftálmica (Allergan);;Vigente;Sensible;Manual;;;;;;;• bimatoprost 0,03% (300 mcg/mL) + timolol 0,5% (5 mg/mL) colirio;5766506;Laboratorios Allergan Ltda.;5766221;solución oftálmica;;;6501058;ganfort;4567040;Si;"• F-20918/14 - GANFORT SOLUCIÓN OFTÁLMICA• F-16196/12 - GANFORT SOLUCIÓN OFTÁLMICA";
6531462;gasdol comprimido (Bagó);;Vigente;Sensible;Manual;;;;;;;• domperidona 10 mg comprimido;5771942;Laboratorios Bagó S.A.;5723406;comprimido;;;6531454;gasdol;4567040;Si;• F-13961/14 - GASDOL COMPRIMIDOS 10 mg;
7427550;gasopax comprimido masticable (Prater);;Vigente;Sensible;Manual;;;;;;;• hidróxido de aluminio 200 mg + hidróxido de magnesio 200 mg + simeticona 25 mg comprimido;5768946;Laboratorio Prater S.A.;5723468;comprimido masticable;;;7427544;gasopax;4567040;Si;• F-10837/16 - GASOPAX COMPRIMIDOS MASTICABLES;
1788849;gastride cápsula con gránulos recubiertos de liberación retardada (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• lansoprazol 30 mg cápsula;5879043;Laboratorio Chile S.A.;7366561;cápsula con gránulos recubiertos de liberación retardada;;;5683492;gastride;4567040;Si;• F-2705/15 - GASTRIDE CÁPSULAS CON GRÁNULOS RECUBIERTOS DE LIBERACIÓN RETARDADA 30 mg;
835724;gastrium solución inyectable (Saval);;Vigente;Sensible;Manual;;;;;;"• 5924226 - ARSENAL• 7164023 - Dispensadores automático urgencia• 7267684 - Media";• famotidina 20 mg/2 mL (10 mg/ mL) inyectable;5790427;Laboratorio Saval S.A.;5766174;solución inyectable;;;5683493;gastrium;4567040;Si;• F-5460/15 - GASTRIUM SOLUCIÓN INYECTABLE 20 mg/2 mL;
5988301;gastrium 20 mg comprimido (Saval);;Vigente;Sensible;Manual;;;;;;;• famotidina 20 mg comprimido;5790427;Laboratorio Saval S.A.;5723406;comprimido;;;5683493;gastrium;4567040;Si;• F-5458/15 - GASTRIUM COMPRIMIDOS RECUBIERTOS 20 mg;
6645478;gastrium 40 mg comprimido (Saval);;Vigente;Sensible;Manual;;;;;;;• famotidina 40 mg comprimido;5790427;Laboratorio Saval S.A.;5723406;comprimido;;;5683493;gastrium;4567040;Si;• F-5459/15 - GASTRIUM COMPRIMIDOS RECUBIERTOS 40 mg;
6634482;gastrodine 20 mg comprimido con recubrimiento entérico (Medipharm);;Vigente;Sensible;Manual;;;;;;;• rabeprazol 20 mg comprimido;5781906;Productos Farmacéuticos Medipharm Ltda.;5768623;comprimido con recubrimiento entérico;;;6634470;gastrodine;4567040;Si;• F-9145/11 - GASTRODINE COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 20 mg;
7390423;gastrolen comprimido recubierto (Chemopharma);;Vigente;Sensible;Manual;;;;;;;• clidinio bromuro 2,5 mg + clordiazepóxido 5 mg comprimido;5767942;Laboratorio Chemopharma S.A.;5733746;comprimido recubierto;;;7390417;gastrolen;4567040;Si;• F-8732/16 - GASTROLEN COMPRIMIDOS RECUBIERTOS;
7410015;gatif solución oftálmica (Poen);;Vigente;Sensible;Manual;;;;;;;• gatifloxacino 0,3% (3 mg/mL) colirio;5787972;Laboratorio Poen;5766221;solución oftálmica;;;7410008;gatif;4567040;Si;• F-15598/16 - GATIF SOLUCIÓN OFTÁLMICA 0,3%;
7579330;gatigol 25 mg/mL solución inyectable (Alpes Chemie);;Vigente;Sensible;Manual;;;;;;;• levofloxacino 500 mg/20 mL (25 mg/mL) inyectable;5771898;Alpes Chemie S.A.;5766174;solución inyectable;;;7579329;gatigol;4567040;Si;• F-15495/16 - GATIGOL SOLUCIÓN INYECTABLE 25 mg/mL;
7419168;gaviscon doble acción comprimido masticable (Reckitt);;Vigente;Sensible;Manual;;;;;;;• alginato de sodio 500 mg + bicarbonato de sodio 267 mg + carbonato de calcio 160 mg comprimido;6341008;Reckitt Benckiser Chile S.A.;5723468;comprimido masticable;;;7419161;gaviscon doble acción;4567040;Si;• F-17273/13 - GAVISCON DOBLE ACCIÓN COMPRIMIDOS MASTICABLES;
7420794;gaviscon doble acción suspensión oral (Reckitt);;Vigente;Sensible;Manual;;;;;;;• alginato de sodio 500 mg/10 mL + bicarbonato de sodio 213 mg/10 mL + carbonato de calcio 325 mg/10 mL suspensión oral;6341008;Reckitt Benckiser Chile S.A.;5767486;suspensión oral;;;7419161;gaviscon doble acción;4567040;Si;• F-17274/13 - GAVISCON DOBLE ACCIÓN SUSPENSIÓN ORAL;
6341108;gaviscon suspensión oral (Reckitt);;Vigente;Sensible;Manual;;;;;;;• alginato de sodio 500 mg/10 mL + bicarbonato de sodio 267 mg/10 mL + carbonato de calcio 160 mg/10 mL suspensión oral;6341008;Reckitt Benckiser Chile S.A.;5767486;suspensión oral;;;5683496;gaviscon;4567040;Si;• F-3749/15 - GAVISCON SUSPENSIÓN ORAL;
6667390;gaviscon 250 comprimido masticable (Reckitt);;Vigente;Sensible;Manual;;;;;;;• alginato de sodio 250 mg + bicarbonato de sodio 133 mg + carbonato de calcio 80 mg comprimido;6341008;Reckitt Benckiser Chile S.A.;5723468;comprimido masticable;7419136;menta;5683496;gaviscon;4567040;Si;• F-17341/14 - GAVISCON MENTA 250 COMPRIMIDOS MASTICABLES;
7289772;gazyva concentrado para solución para infusión (Roche);;Vigente;Sensible;Manual;;;;;;;• obinutuzumab 1000 mg/40 mL (25 mg/mL) inyectable;5768947;Productos Roche Ltda.;7289764;concentrado para solución para infusión;;;7289756;gazyva;4567040;Si;• B-2402/14 - GAZYVA RECOMBINANTE CONCENTRADO PARA SOLUCIÓN PARA PERFUSIÓN 1000 mg/40 mL;
7591563;gelcain gel oral (Valma);;Vigente;Sensible;Manual;;;;;;;• lidocaína 2% (20 mg/g) gel oral;5790474;Laboratorio Valma Ltda.;5762119;gel oral;;;7591500;gelcain;4567040;Si;• F-14200/14 - GELCAIN GEL BUCAL 2%;
7476575;gelicart polvo para solución oral (Sanofi Aventis);;Vigente;Sensible;Manual;;;;;;;• colágeno hidrolizado 10 g polvo para preparado oral;5790393;Laboratorio Sanofi Aventis de Chile S.A.;5733603;polvo para solución oral;;;7476570;gelicart;4567040;Si;;
7476718;gelidix polvo para solución oral (Alpes Chemie);;Vigente;Sensible;Manual;;;;;;;• colágeno hidrolizado 10 g polvo para preparado oral;5771898;Alpes Chemie S.A.;5733603;polvo para solución oral;;;7476709;gelidix;4567040;Si;;
7503598;geloderm crema dérmica (S.M.B. Farma);;Vigente;Sensible;Manual;;;;;;;• metronidazol 0,75% (7,5 mg/g) crema;5790382;Laboratorios S.M.B. Farma S.A.;5756590;crema dérmica;;;7503594;geloderm;4567040;Si;• F-649/13 - GELODERM CREMA DÉRMICA 0,75%;
7503603;geloderm gel tópico (S.M.B Farma);;Vigente;Sensible;Manual;;;;;;;• metronidazol 0,75% (7,5 mg/g) gel;5790382;Laboratorios S.M.B. Farma S.A.;5762139;gel tópico;;;7503594;geloderm;4567040;Si;• F-10234/16 - GELODERM GEL TÓPICO 0,75%;
5988333;gelofusine solución inyectable (B. Braun);;Vigente;Sensible;Manual;;;;;;;• gelatina succinilada 4% (40 mg/mL) inyectable;5771937;B. Braun Medical S.A.;5766174;solución inyectable;;;7692384;gelofusine;4567040;Si;• F-7947/11 - GELOFUSINE SOLUCIÓN INYECTABLE 4%;
7674891;gelsolets gel oftálmico (S.M.B. Farma);;Vigente;Sensible;Manual;;;;;;;• carbomer 0,15% (1,5 mg/g) + manitol 4,6% (46 mg/g) gel oftálmico;5790382;Laboratorios S.M.B. Farma S.A.;5762118;gel oftálmico;;;7674875;gelsolets;4567040;Si;• F-10235/11 - GELSOLETS GEL OFTÁLMICO;
7554619;gemcitabina 1 g polvo liofilizado para solución inyectable (GP Pharm);;Vigente;Sensible;Manual;;;;;;;• gemcitabina 1000 mg inyectable;7554384;GP Pharm S.A. Importado (Raffo);5733514;polvo liofilizado para solución inyectable;;;7374611;gemcitabina;4567040;Si;• F-21304/14 - GEMCITABINA LIOFILIZADO PARA SOLUCIÓN INYECTABLE 1 g;
7374646;gemcitabina 1000 mg polvo liofilizado para solución inyectable (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• gemcitabina 1000 mg inyectable;5879043;Laboratorio Chile S.A.;5733514;polvo liofilizado para solución inyectable;;;7374611;gemcitabina;4567040;Si;• F-18156/15 - GEMCITABINA LIOFILIZADO PARA SOLUCIÓN INYECTABLE 1000 mg;
7582230;gemcitabina 1000 mg/100 mL concentrado para solución para infusión (Complex Therap);;Vigente;Sensible;Manual;;;;;;;• gemcitabina 1000 mg/100 mL (10 mg/mL) inyectable;5899322;Complex Therapeutics División (Recalcine);7289764;concentrado para solución para infusión;;;7374611;gemcitabina;4567040;Si;• F-18600/16 - GEMCITABINA CONCENTRADO PARA SOLUCIÓN PARA INFUSIÓN 1000 mg/100 mL;
7554624;gemcitabina 200 mg polvo liofilizado para solución inyectable (GP Pharm);;Vigente;Sensible;Manual;;;;;;;• gemcitabina 200 mg inyectable;7554384;GP Pharm S.A. Importado (Raffo);5733514;polvo liofilizado para solución inyectable;;;7374611;gemcitabina;4567040;Si;• F-21305/14 - GEMCITABINA LIOFILIZADO PARA SOLUCIÓN INYECTABLE 200 mg;
7374665;gemcitabina 200 mg polvo liofilizado para solución inyectable (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• gemcitabina 200 mg inyectable;5879043;Laboratorio Chile S.A.;5733514;polvo liofilizado para solución inyectable;;;7374611;gemcitabina;4567040;Si;• F-18157/15 - GEMCITABINA LIOFILIZADO PARA SOLUCIÓN INYECTABLE 200 mg;
7582222;gemcitabina 200 mg/20 mL concentrado para solución para infusión (Complex Therap);;Vigente;Sensible;Manual;;;;;;;• gemcitabina 200 mg/20 mL (10 mg/mL) inyectable;5899322;Complex Therapeutics División (Recalcine);7289764;concentrado para solución para infusión;;;7374611;gemcitabina;4567040;Si;• F-18599/16 - GEMCITABINA CONCENTRADO PARA SOLUCIÓN PARA INFUSIÓN 200 mg/20 mL;
6632403;gemfibrozilo 300 mg cápsula (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 300 mg cápsula;5879043;Laboratorio Chile S.A.;5722208;cápsula;;;6531487;gemfibrozilo;4567040;Si;• F-15981/12 - GEMFIBROZILO CÁPSULAS 300 mg;
6662978;gemfibrozilo 300 mg comprimido (Mintlab);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 300 mg comprimido;5781942;Mintlab Co. S.A.;5723406;comprimido;;;6531487;gemfibrozilo;4567040;Si;"• F-9893/11 - GEMFIBROZILO COMPRIMIDOS RECUBIERTOS 300 mg• F-18626/16 - GEMFIBROZILO COMPRIMIDOS 300 mg";
7102265;gemfibrozilo 300 mg comprimido recubierto (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 300 mg comprimido;5766512;Laboratorios Andrómaco S.A.;5733746;comprimido recubierto;;;6531487;gemfibrozilo;4567040;Si;• F-18077/10 - GEMFIBROZILO COMPRIMIDOS RECUBIERTOS 300 mg;
6662985;gemfibrozilo 600 mg comprimido (Mintlab);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 600 mg comprimido;5781942;Mintlab Co. S.A.;5723406;comprimido;;;6531487;gemfibrozilo;4567040;Si;"• F-9894/11 - GEMFIBROZILO COMPRIMIDOS RECUBIERTOS 600 mg• F-18627/16 - GEMFIBROZILO COMPRIMIDOS 600 mg";
6636179;gemfibrozilo 600 mg comprimido (Pasteur);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 600 mg comprimido;5768935;Laboratorios Pasteur Ltda.;5723406;comprimido;;;6531487;gemfibrozilo;4567040;Si;"• F-15121/10 - GEMFIBROZILO COMPRIMIDOS 600 mg• F-15121/15 - GEMFIBROZILO COMPRIMIDOS 600 mg";
6531523;gemfibrozilo 600 mg comprimido recubierto (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 600 mg comprimido;5766512;Laboratorios Andrómaco S.A.;5733746;comprimido recubierto;;;6531487;gemfibrozilo;4567040;Si;"• F-13827/14 - GEMFIBROZILO COMPRIMIDOS RECUBIERTOS 600 mg• F-18077/10 - GEMFIBROZILO COMPRIMIDOS RECUBIERTOS 300 mg";
6632591;gemfibrozilo 600 mg comprimido recubierto (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 600 mg comprimido;5879043;Laboratorio Chile S.A.;5733746;comprimido recubierto;;;6531487;gemfibrozilo;4567040;Si;"• F-8422/11 - GEMFIBROZILO COMPRIMIDOS RECUBIERTOS 600 mg• F-8422/16 - GEMFIBROZILO COMPRIMIDOS RECUBIERTOS 600 mg";
6645505;gemfibrozilo 600 mg comprimido recubierto (Sanitas);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 600 mg comprimido;5790387;Instituto Sanitas S.A.;5733746;comprimido recubierto;;;6531487;gemfibrozilo;4567040;Si;• F-3528/10 - GEMFIBROZILO COMPRIMIDOS RECUBIERTOS 600 mg;
6662988;gemfibrozilo 900 mg comprimido (Mintlab);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 900 mg comprimido;5781942;Mintlab Co. S.A.;5723406;comprimido;;;6531487;gemfibrozilo;4567040;Si;• FX-91/13 - GEMFIBROZILO COMPRIMIDOS 900 mg;
6636187;gemfibrozilo 900 mg comprimido (Pasteur);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 900 mg comprimido;5768935;Laboratorios Pasteur Ltda.;5723406;comprimido;;;6531487;gemfibrozilo;4567040;Si;• F-1898/14 - GEMFIBROZILO COMPRIMIDOS 900 mg;
6531530;gemfibrozilo 900 mg comprimido recubierto (Andrómaco);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 900 mg comprimido;5766512;Laboratorios Andrómaco S.A.;5733746;comprimido recubierto;;;6531487;gemfibrozilo;4567040;Si;• F-13828/14 - GEMFIBROZILO COMPRIMIDOS RECUBIERTOS 900 mg;
6632427;gemfibrozilo 900 mg comprimido recubierto (Lab Chile);;Vigente;Sensible;Manual;;;;;;;• gemfibrozilo 900 mg comprimido;5879043;Laboratorio Chile S.A.;5733746;comprimido recubierto;;;6531487;gemfibrozilo;4567040;Si;"• F-8432/11 - GEMFIBROZILO COMPRIMIDOS RECUBIERTOS 900 mg• FX-177/16 - GEMFIBROZILO COMPRIMIDOS RECUBIERTOS 900 mg";
7516889;gemitin con prednisolona ungüento dérmico (S.M.B. Farma);;Vigente;Sensible;Manual;;;;;;;• cloranfenicol 5% (50 mg/g) + prednisolona acetato 0,5% (5 mg/g) ungüento;5790382;Laboratorios S.M.B. Farma S.A.;5768760;ungüento dérmico;;;7748449;gemitin con prednisolona;4567040;Si;• F-10236/16 - GEMITIN CON PREDNISOLONA, UNGÜENTO DÉRMICO;
7516816;gemitin crema dérmica (S.M.B. Farma);;Vigente;Sensible;Manual;;;;;;;• cloranfenicol 5% (50 mg/g) crema;5790382;Laboratorios S.M.B. Farma S.A.;5756590;crema dérmica;;;5683498;gemitin;4567040;Si;• F-10237/16 - GEMITIN CREMA DÉRMICA 5%;
2201101;gemitin ungüento dérmico (S.M.B. Farma);;Vigente;Sensible;Manual;;;;;;• 5924226 - ARSENAL;• cloranfenicol 5% (50 mg/g) ungüento;5790382;Laboratorios S.M.B. Farma S.A.;5768760;ungüento dérmico;;;5683498;gemitin;4567040;Si;• F-10239/11 - GEMITIN UNGÜENTO DÉRMICO 5%;
5988219;gemzar 1 g polvo liofilizado para solución inyectable (Eli Lilly);;Vigente;Sensible;Manual;;;;;;;• gemcitabina 1000 mg inyectable;5772216;Eli Lilly de Chile Ltda.;5733514;polvo liofilizado para solución inyectable;;;5683500;gemzar;4567040;Si;• F-22/12 - GEMZAR LIOFILIZADO PARA INYECTABLE I.V. 1 g;
5988641;gemzar 200 mg polvo liofilizado para solución inyectable (Eli Lilly);;Vigente;Sensible;Manual;;;;;;;• gemcitabina 200 mg inyectable;5772216;Eli Lilly de Chile Ltda.;5733514;polvo liofilizado para solución inyectable;;;5683500;gemzar;4567040;Si;• F-21/12 - GEMZAR LIOFILIZADO PARA INYECTABLE I.V. 200 mg;
7476559;genicol polvo para solución oral (Pasteur);;Vigente;Sensible;Manual;;;;;;;• colágeno hidrolizado 10 g polvo para preparado oral;5768935;Laboratorios Pasteur Ltda.;5733603;polvo para solución oral;;;7476553;genicol;4567040;Si;;
5987988;geniol comprimido (Mintlab);;Vigente;Sensible;Manual;;;;;;;• paracetamol 500 mg comprimido;5781942;Mintlab Co. S.A.;5723406;comprimido;;;6662396;geniol;4567040;Si;• F-6908/15 - GENIOL COMPRIMIDOS 500 mg;
7355310;geniol compuesto día polvo para solución oral (Mintlab);;Vigente;Sensible;Manual;;;;;;;• ácido ascórbico 50 mg + cafeína 33 mg + noscapina 10 mg + paracetamol 400 mg polvo para preparado oral;5781942;Mintlab Co. S.A.;5733603;polvo para solución oral;;;7353887;geniol compuesto día;4567040;Si;• F-14191/14 - GENIOL COMPUESTO POLVO PARA SOLUCIÓN ORAL;
7355315;geniol compuesto noche polvo para solución oral (Mintlab);;Vigente;Sensible;Manual;;;;;;;• ácido ascórbico 50 mg + cafeína 33 mg + clorfenamina 4 mg + noscapina 10 mg + paracetamol 400 mg polvo para preparado oral;5781942;Mintlab Co. S.A.;5733603;polvo para solución oral;;;7355307;geniol compuesto noche;4567040;Si;• F-14192/14 - GENIOL COMPUESTO CON CLORFENAMINA POLVO PARA SOLUCIÓN ORAL;
7355413;geniol flu DN comprimido recubierto (Mintlab);;Vigente;Sensible;Manual;;;;;;;• paracetamol 500 mg + pseudoefedrina sulfato 60 mg comprimido y clorfenamina 4 mg + paracetamol 500 mg + pseudoefedrina sulfato 60 mg comprimido;5781942;Mintlab Co. S.A.;5733746;comprimido recubierto;;;7353882;geniol flu DN;4567040;Si;• F-15098/15 - GENIOL FLU DN COMPRIMIDOS RECUBIERTOS;
7256416;geniol flu jarabe (Mintlab);;Vigente;Sensible;Manual;;;;;;;• clorfenamina 2 mg/5 mL + paracetamol 125 mg/5 mL + pseudoefedrina clorhidrato 30 mg/5 mL solución oral;5781942;Mintlab Co. S.A.;5731375;jarabe;;;7355401;geniol flu;4567040;Si;• F-13927/14 - GENIOL FLU JARABE;
6636165;geniol infantil comprimido masticable (Mintalb);;Vigente;Sensible;Manual;;;;;;;• paracetamol 80 mg comprimido;5781942;Mintlab Co. S.A.;5723468;comprimido masticable;;;6905300;geniol infantil;4567040;Si;• F-9895/11 - GENIOL  COMPRIMIDOS MASTICABLES 80 mg;
7352131;geniol solución oral para gotas (Mintlab);;Vigente;Sensible;Manual;;;;;;;• paracetamol 100 mg/mL gotas orales;5781942;Mintlab Co. S.A.;5766242;solución oral para gotas;;;6662396;geniol;4567040;Si;• F-13238/13 - GENIOL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL;
7462302;genotropin 16 UI (5,3 mg) polvo liofilizado para solución inyectable con solvente (Pfizer);;Vigente;Sensible;Manual;;;;;;;• somatropina 5,3 mg inyectable;5782036;Laboratorio Pfizer de Chile S.A.;5768708;polvo liofilizado para solución inyectable con solvente;;;7462270;genotropin;4567040;Si;• B-1475/11 - GENOTROPIN LIOFILIZADO PARA SOLUCIÓN INYECTABLE 16 U.I./mL CON SOLVENTE;
